"onset" "duration" "sample" "trial_type" "stim_file" "event_nr" "aoi" "trial" "trialID" "taskVersion" "nwords" "aoiInfo_wordPosition" "aoiInfo_word" "aoiInfo_nchar" "aoiInfo_freq" "aoiInfo_pred" "aoiInfo_lum_norm" "aoiInfo_simBOLD_res" "aoiInfo_OLD20" "response"
201.09 6.023 6310139 "Exp.Trial" "Die Frauen in den Andendörfern weben Stoff noch auf traditionellen Webstühlen. " 21 "[[142.5,219.5,\"NA\",\"NA\"],[219.5,252.5,\"NA\",\"NA\"],[252.5,296.5,\"NA\",\"NA\"],[296.5,439.5,\"NA\",\"NA\"],[439.5,505.5,\"NA\",\"NA\"],[505.5,571.5,\"NA\",\"NA\"],[571.5,626.5,\"NA\",\"NA\"],[626.5,670.5,\"NA\",\"NA\"],[670.5,835.5,\"NA\",\"NA\"],[835.5,962,\"NA\",\"NA\"]]" 21 "ID_21_11" "v1" 11 "[2,3,4,5,6,7,8,9,10,11]" "[\"Frauen\",\"in\",\"den\",\"Andendörfern\",\"weben\",\"Stoff\",\"noch\",\"auf\",\"traditionelle\",\"Webstühlen\"]" "[6,2,3,12,5,5,4,3,14,11]" "[3.7627,5.2604,5.163,0,1.2041,2.8215,4.9381,5.1189,1.6902,0]" "[0.0118,0.0353,0.0941,0,0,0,0.0118,0.0235,0,0.5882]" "[128.1601,117.7196,143.4627,137.6516,140.6424,134.531,133.1422,140.6131,\"NA\",128.4225]" "[0.2448,\"NA\",\"NA\",0.8521,0.2879,0.9849,\"NA\",\"NA\",\"NA\",0.5608]" "[1.35,1,1,5.05,1,1.4,1,1,2.85,3.3]" NA
209.057 0.032 6318106 "Exp.Trial" "Die Platzwarte ebnen Stück für Stück den Rasen nach dem Spiel. " 22 "[[142.5,263.5,\"NA\",\"NA\"],[263.5,329.5,\"NA\",\"NA\"],[329.5,395.5,\"NA\",\"NA\"],[395.5,439.5,\"NA\",\"NA\"],[439.5,505.5,\"NA\",\"NA\"],[505.5,549.5,\"NA\",\"NA\"],[549.5,615.5,\"NA\",\"NA\"],[615.5,670.5,\"NA\",\"NA\"],[670.5,714.5,\"NA\",\"NA\"],[714.5,786,\"NA\",\"NA\"]]" 22 "ID_22_11" "v1" 11 "[2,3,4,5,6,7,8,9,10,11]" "[\"Platzwarte\",\"ebnen\",\"Stück\",\"für\",\"Stück\",\"den\",\"Rasen\",\"nach\",\"dem\",\"Spiel\"]" "[10,5,5,3,5,3,5,4,3,6]" "[0,0.8451,3.5015,5.0261,3.5015,5.163,2.3118,4.6686,4.875,3.7208]" "[0,0,0,0.9518,0.9398,0.7108,0.2892,0,0.6747,0.6265]" "[125.3286,138.018,138.851,126.6536,138.851,143.4627,139.9624,133.8824,155.5216,120.0824]" "[0.4707,0.6327,0.8355,\"NA\",0.8355,\"NA\",0.3663,\"NA\",\"NA\",0.5646]" "[3.25,1.7,1.45,1,1.45,1,1,1,1,1.15]" NA
210.257 5.981 6319306 "Exp.Trial" "In den Fässern gären Beize und Lauge. " 23 "[[131.5,175.5,\"NA\",\"NA\"],[175.5,263.5,\"NA\",\"NA\"],[263.5,329.5,\"NA\",\"NA\"],[329.5,395.5,\"NA\",\"NA\"],[395.5,439.5,\"NA\",\"NA\"],[439.5,511,\"NA\",\"NA\"]]" 23 "ID_23_7" "v1" 7 "[2,3,4,5,6,7]" "[\"den\",\"Fässern\",\"gären\",\"Beize\",\"und\",\"Lauge\"]" "[3,7,5,5,3,6]" "[5.163,1.3979,0.699,0,5.4068,1.1139]" "[0.0595,0,0,0,0.8214,0.0119]" "[143.4627,131.3132,139.2933,132.9302,140.6863,121.7889]" "[\"NA\",0.7275,0.7319,0.5201,\"NA\",0.365]" "[1,1.95,1.6,1.4,1,1.25]" "1"
225.649 5.173 6334698 "Exp.Trial" "Die Förster küren Ahorn zum Baum des Jahres. " 24 "[[142.5,230.5,\"NA\",\"NA\"],[230.5,296.5,\"NA\",\"NA\"],[296.5,362.5,\"NA\",\"NA\"],[362.5,406.5,\"NA\",\"NA\"],[406.5,461.5,\"NA\",\"NA\"],[461.5,505.5,\"NA\",\"NA\"],[505.5,588,\"NA\",\"NA\"]]" 24 "ID_24_8" "v1" 8 "[2,3,4,5,6,7,8]" "[\"Förster\",\"küren\",\"Ahorn\",\"zum\",\"Baum\",\"des\",\"Jahres\"]" "[7,5,5,3,4,3,7]" "[1.2041,0.6021,1.0414,4.5244,3.0082,4.4516,2.5185]" "[0,0,0,0.3412,0.6235,0.8941,0.9294]" "[125.5457,133.1106,137.6573,135.7948,152.1853,141.3124,116.2667]" "[0.7482,0.9917,0.7847,\"NA\",\"NA\",\"NA\",0.3121]" "[1.95,1.75,1.85,1,1,1,1.5]" NA
232.794 3.937 6341843 "Exp.Trial" "Wolfgangs Töchter studieren Literatur und Maschinenbau. " 25 "[[208.5,296.5,\"NA\",\"NA\"],[296.5,406.5,\"NA\",\"NA\"],[406.5,516.5,\"NA\",\"NA\"],[516.5,560.5,\"NA\",\"NA\"],[560.5,709,\"NA\",\"NA\"]]" 25 "ID_25_6" "v1" 6 "[2,3,4,5,6]" "[\"Töchter\",\"studieren\",\"Literatur\",\"und\",\"Maschinenbau\"]" "[7,9,9,3,13]" "[2.4314,2.5366,2.0828,5.4068,0.9031]" "[0,0.0235,0,0.5059,0]" "[132.7289,126.2784,118.5839,140.6863,128.5267]" "[0.4885,0.1971,0.9719,\"NA\",0.3636]" "[1.8,1.8,3.4,1,3.45]" "2"
248.453 5.023 6357502 "Exp.Trial" "In der Klosterschule herrschen Schwester Agathe und Schwester Maria. " 26 "[[131.5,175.5,\"NA\",\"NA\"],[175.5,329.5,\"NA\",\"NA\"],[329.5,439.5,\"NA\",\"NA\"],[439.5,549.5,\"NA\",\"NA\"],[549.5,626.5,\"NA\",\"NA\"],[626.5,670.5,\"NA\",\"NA\"],[670.5,780.5,\"NA\",\"NA\"],[780.5,852,\"NA\",\"NA\"]]" 26 "ID_26_9" "v1" 9 "[2,3,4,5,6,7,8,9]" "[\"der\",\"Klosterschule\",\"herrschen\",\"Schwester\",\"Agathe\",\"und\",\"Schwester\",\"Maria\"]" "[3,13,9,9,6,3,9,6]" "[5.3728,1.1139,2.1461,3.7496,1.5563,5.4068,3.7496,2.9191]" "[0.6824,0,0.0235,0,0.0118,0.9176,0.5176,0.1412]" "[134.7281,126.9207,129.1355,133.0854,145.2856,140.6863,133.0854,116.3993]" "[\"NA\",0.5326,0.1769,0.204,0.2381,\"NA\",0.204,0.8355]" "[1,4.6,1.8,1.55,2.4,1,1.55,1]" "1"
263.092 6.037 6372141 "Exp.Trial" "Hier scheinen Klempner am Werk zu sein. " 27 "[[153.5,252.5,\"NA\",\"NA\"],[252.5,351.5,\"NA\",\"NA\"],[351.5,384.5,\"NA\",\"NA\"],[384.5,439.5,\"NA\",\"NA\"],[439.5,472.5,\"NA\",\"NA\"],[472.5,533,\"NA\",\"NA\"]]" 27 "ID_27_7" "v1" 7 "[2,3,4,5,6,7]" "[\"scheinen\",\"Klempner\",\"am\",\"Werk\",\"zu\",\"sein\"]" "[8,8,2,4,2,5]" "[2.918,2.1271,4.3613,2.6425,5.3601,4.8345]" "[0,0,0.2588,0.4706,0.5412,0.9412]" "[128.6564,140.6971,150.3843,140.1137,118.9471,106.1773]" "[0.1879,0.5289,\"NA\",\"NA\",\"NA\",0.5923]" "[1.75,1.95,1,1,1,1]" NA
272.013 5.302 6381062 "Exp.Trial" "Im Aussehen gleichen Bratsche und Geige sich sehr. " 28 "[[131.5,230.5,\"NA\",\"NA\"],[230.5,329.5,\"NA\",\"NA\"],[329.5,428.5,\"NA\",\"NA\"],[428.5,472.5,\"NA\",\"NA\"],[472.5,538.5,\"NA\",\"NA\"],[538.5,593.5,\"NA\",\"NA\"],[593.5,654,\"NA\",\"NA\"]]" 28 "ID_28_8" "v1" 8 "[2,3,4,5,6,7,8]" "[\"Aussehen\",\"gleichen\",\"Bratsche\",\"und\",\"Geige\",\"sich\",\"sehr\"]" "[8,8,8,3,5,4,5]" "[2.5763,3.1495,0.7782,5.4068,1.9294,4.9203,4.4877]" "[0,0.0118,0,0.9294,0.3412,0.7059,0.5059]" "[136.5377,131.449,133.5176,140.6863,141.6125,134.2902,111.349]" "[0.0668,0.0668,0.3215,\"NA\",0.479,\"NA\",0.5923]" "[1.65,1.6,1.9,1,1.35,1,1]" NA
279.421 6.107 6388470 "Exp.Trial" "Angeblich flunkern Künstler oft bezüglich ihrer Einnahmen. " 29 "[[208.5,307.5,\"NA\",\"NA\"],[307.5,406.5,\"NA\",\"NA\"],[406.5,450.5,\"NA\",\"NA\"],[450.5,560.5,\"NA\",\"NA\"],[560.5,626.5,\"NA\",\"NA\"],[626.5,742,\"NA\",\"NA\"]]" 29 "ID_29_7" "v1" 7 "[2,3,4,5,6,7]" "[\"flunkern\",\"Künstler\",\"oft\",\"bezüglich\",\"ihrer\",\"Einnahmen\"]" "[8,8,3,9,5,10]" "[0.699,2.7202,3.638,2.3892,3.6266,1.7993]" "[0,0,0.0714,0,0.5476,0.0238]" "[127.2843,129.5892,124.7582,133.9015,120.3765,130.2133]" "[0.4194,0.5774,\"NA\",0.3068,0.5339,0.204]" "[1.85,2,1,2.25,1.45,1.95]" NA
287.443 5.574 6396492 "Exp.Trial" "Manchmal krakeelen Politiker genauso wie Demonstranten. " 30 "[[197.5,307.5,\"NA\",\"NA\"],[307.5,417.5,\"NA\",\"NA\"],[417.5,505.5,\"NA\",\"NA\"],[505.5,549.5,\"NA\",\"NA\"],[549.5,709,\"NA\",\"NA\"]]" 30 "ID_30_6" "v1" 6 "[2,3,4,5,6]" "[\"krakeelen\",\"Politiker\",\"genauso\",\"wie\",\"Demonstranten\"]" "[9,9,7,3,14]" "[0,2.4346,3.3985,4.96,1.7076]" "[0,0,0.0118,0.5529,0]" "[130.7608,121.9525,135.4331,126.6366,123.3216]" "[0.9948,0.4615,0.7482,\"NA\",0.2963]" "[3.35,2.35,2.05,1,3.9]" NA
295.319 6.376 6404368 "Exp.Trial" "Die Armen plündern Speicher und Vorratskeller der reichen Bauern. " 31 "[[142.5,208.5,\"NA\",\"NA\"],[208.5,307.5,\"NA\",\"NA\"],[307.5,406.5,\"NA\",\"NA\"],[406.5,450.5,\"NA\",\"NA\"],[450.5,604.5,\"NA\",\"NA\"],[604.5,648.5,\"NA\",\"NA\"],[648.5,736.5,\"NA\",\"NA\"],[736.5,819,\"NA\",\"NA\"]]" 31 "ID_31_9" "v1" 9 "[2,3,4,5,6,7,8,9]" "[\"Armen\",\"plündern\",\"Speicher\",\"und\",\"Vorratskeller\",\"der\",\"reichen\",\"Bauern\"]" "[5,8,8,3,13,3,7,7]" "[2.8319,1.7709,1.9085,5.4068,0,5.3728,2.9605,2.5647]" "[0,0,0,0.5176,0,0.2471,0.0706,0.0118]" "[141.3224,136.8833,135.5034,140.6863,122.6015,134.7281,125.1692,121.1798]" "[0.2879,0.3827,0.0668,\"NA\",0.6515,\"NA\",0.005,0.1818]" "[1,1.85,1.6,1,4.75,1,1.05,1.25]" NA
303.722 8.867 6412771 "Exp.Trial" "Die Richter der Landwirtschaftsschau prämieren Rhabarber und Mangold. " 32 "[[142.5,230.5,\"NA\",\"NA\"],[230.5,274.5,\"NA\",\"NA\"],[274.5,505.5,\"NA\",\"NA\"],[505.5,615.5,\"NA\",\"NA\"],[615.5,725.5,\"NA\",\"NA\"],[725.5,769.5,\"NA\",\"NA\"],[769.5,863,\"NA\",\"NA\"]]" 32 "ID_32_8" "v1" 8 "[2,3,4,5,6,7,8]" "[\"Richter\",\"der\",\"Landwirtschaf\",\"prämieren\",\"Rhabarber\",\"und\",\"Mangold\"]" "[7,3,20,9,9,3,8]" "[2.9415,5.3728,0,0,0.7782,5.4068,0.301]" "[0,0.0353,0,0,0,0.4353,0.0118]" "[129.1686,134.7281,\"NA\",133.9704,140.0946,140.6863,133.4696]" "[0.0954,\"NA\",\"NA\",0.4615,0.6153,\"NA\",0.9489]" "[1.3,1,6.1,2.55,3.9,1,2.3]" NA
314.552 4.279 6423601 "Exp.Trial" "Schon immer war der Besitz von Land sehr wichtig. " 33 "[[164.5,230.5,\"NA\",\"NA\"],[230.5,274.5,\"NA\",\"NA\"],[274.5,318.5,\"NA\",\"NA\"],[318.5,395.5,\"NA\",\"NA\"],[395.5,439.5,\"NA\",\"NA\"],[439.5,494.5,\"NA\",\"NA\"],[494.5,549.5,\"NA\",\"NA\"],[549.5,643,\"NA\",\"NA\"]]" 33 "ID_33_9" "v1" 9 "[2,3,4,5,6,7,8,9]" "[\"immer\",\"war\",\"der\",\"Besitz\",\"von\",\"Land\",\"sehr\",\"wichtig\"]" "[5,3,3,6,3,4,4,8]" "[4.6174,5.0288,5.3728,2.7348,5.0397,3.7585,4.4877,3.6295]" "[0.0349,0.1163,0.2674,0,0.2674,0.0233,0.0349,0.1395]" "[135.7725,140.6863,134.7281,129.3026,122.5569,141.0696,139.1863,118.55]" "[0.5339,\"NA\",\"NA\",0.9787,\"NA\",\"NA\",\"NA\",0.0917]" "[1.05,1,1,1.75,1,1,1,1.4]" NA
321.189 6.772 6430238 "Exp.Trial" "Ein berühmter Maler hat sich selbst ein Ohr abgeschnitten. " 34 "[[142.5,252.5,\"NA\",\"NA\"],[252.5,318.5,\"NA\",\"NA\"],[318.5,362.5,\"NA\",\"NA\"],[362.5,417.5,\"NA\",\"NA\"],[417.5,494.5,\"NA\",\"NA\"],[494.5,538.5,\"NA\",\"NA\"],[538.5,582.5,\"NA\",\"NA\"],[582.5,742,\"NA\",\"NA\"]]" 34 "ID_34_9" "v1" 9 "[2,3,4,5,6,7,8,9]" "[\"berühmter\",\"Maler\",\"hat\",\"sich\",\"selbst\",\"ein\",\"Ohr\",\"abgeschnitten\"]" "[9,5,3,4,6,3,3,14]" "[2.0828,2.2601,5.0598,4.9203,4.1014,5.269,2.8779,2.3802]" "[0,0.0471,0.3059,0.0353,0.1412,0.0706,0.2235,0.8824]" "[135.5063,133.5467,133.7059,134.2902,128.3529,122.2627,141.0209,123.3204]" "[0.2365,0.5201,\"NA\",\"NA\",0.8162,\"NA\",\"NA\",0.0031]" "[1.8,1,1,1,1.55,1,1,1.95]" NA
329.648 5.118 6438697 "Exp.Trial" "Das Pferd ist seinem Reiter auf den Fuß getreten. " 35 "[[142.5,208.5,\"NA\",\"NA\"],[208.5,252.5,\"NA\",\"NA\"],[252.5,329.5,\"NA\",\"NA\"],[329.5,406.5,\"NA\",\"NA\"],[406.5,450.5,\"NA\",\"NA\"],[450.5,494.5,\"NA\",\"NA\"],[494.5,538.5,\"NA\",\"NA\"],[538.5,643,\"NA\",\"NA\"]]" 35 "ID_35_9" "v1" 9 "[2,3,4,5,6,7,8,9]" "[\"Pferd\",\"ist\",\"seinem\",\"Reiter\",\"auf\",\"den\",\"Fuß\",\"getreten\"]" "[5,3,6,6,3,3,3,9]" "[3.1048,5.6767,3.7476,2.1106,5.1189,5.163,3.1717,2.5441]" "[0,0.2,0,0.4118,0.0118,0.2,0.2706,0.7529]" "[137.1043,114.8797,132.415,127.432,140.6131,143.4627,144.3856,119.6553]" "[0.7847,\"NA\",0.2119,0.2058,\"NA\",\"NA\",\"NA\",0.3813]" "[1.85,1,1.05,1,1,1,1,1.85]" NA
336.606 5.623 6445655 "Exp.Trial" "Kein einziges Tor fiel im gestrigen Spiel. " 36 "[[153.5,252.5,\"NA\",\"NA\"],[252.5,296.5,\"NA\",\"NA\"],[296.5,351.5,\"NA\",\"NA\"],[351.5,384.5,\"NA\",\"NA\"],[384.5,494.5,\"NA\",\"NA\"],[494.5,566,\"NA\",\"NA\"]]" 36 "ID_36_7" "v1" 7 "[2,3,4,5,6,7]" "[\"einziges\",\"Tor\",\"fiel\",\"im\",\"gestrigen\",\"Spiel\"]" "[8,3,4,2,9,6]" "[2.7505,3.092,3.0103,4.7586,1.8325,3.7208]" "[0,0,0.0471,0.0824,0,0.5647]" "[126.9863,130.5451,118.102,135.8078,132.8379,120.0824]" "[0.0668,\"NA\",\"NA\",\"NA\",0.1952,0.5646]" "[1.6,1,1,1,1.9,1.15]" NA
