"onset" "duration" "sample" "trial_type" "stim_file" "event_nr" "aoi" "trial" "trialID" "taskVersion" "nwords" "aoiInfo_wordPosition" "aoiInfo_word" "aoiInfo_nchar" "aoiInfo_freq" "aoiInfo_pred" "aoiInfo_lum_norm" "aoiInfo_simBOLD_res" "aoiInfo_OLD20" "response"
103.045 0.454 1232902 "Exp.Trial" "Die monotone Arbeit machte den Angestellten keinen Spaß. " 11 "[[142.5,241.5,\"NA\",\"NA\"],[241.5,318.5,\"NA\",\"NA\"],[318.5,395.5,\"NA\",\"NA\"],[395.5,439.5,\"NA\",\"NA\"],[439.5,582.5,\"NA\",\"NA\"],[582.5,659.5,\"NA\",\"NA\"],[659.5,720,\"NA\",\"NA\"]]" 11 "ID_47_8" "v2" 8 "[2,3,4,5,6,7,8]" "[\"monotone\",\"Arbeit\",\"machte\",\"den\",\"Angestellten\",\"keinen\",\"Spaß\"]" "[8,6,6,3,12,6,5]" "[0.301,3.9824,3.4275,5.163,2.3838,4.1838,3.6986]" "[0,0.1294,0.0588,0.0471,0.0941,0.3176,0.7882]" "[133.5088,130.3928,136.451,143.4627,131.2784,130.4477,135.3835]" "[1,0.9897,0.144,\"NA\",0.0631,0.144,0.9927]" "[2.65,1.7,1,1,2.1,1,1.25]" "2"
109.483 4.035 1239340 "Exp.Trial" "In dem kleinen Zimmer standen viel zu viele Möbel. " 12 "[[131.5,175.5,\"NA\",\"NA\"],[175.5,263.5,\"NA\",\"NA\"],[263.5,340.5,\"NA\",\"NA\"],[340.5,428.5,\"NA\",\"NA\"],[428.5,483.5,\"NA\",\"NA\"],[483.5,516.5,\"NA\",\"NA\"],[516.5,582.5,\"NA\",\"NA\"],[582.5,654,\"NA\",\"NA\"]]" 12 "ID_48_9" "v2" 9 "[2,3,4,5,6,7,8,9]" "[\"dem\",\"kleinen\",\"Zimmer\",\"standen\",\"viel\",\"zu\",\"viele\",\"Möbel\"]" "[3,7,6,7,4,2,5,6]" "[4.875,3.656,3.6769,2.6149,4.3869,5.3601,4.019,2.3263]" "[0.0119,0.0476,0.0238,0,0.0238,0.2738,0.4524,0.631]" "[155.5216,127.3305,138.1497,133.9277,112.0353,118.9471,115.898,129.1987]" "[\"NA\",0.0954,0.2646,0.1715,\"NA\",\"NA\",0.365,0.9849]" "[1,1.4,1.25,1.45,1,1,1,1.85]" NA
116.621 6.08 1246478 "Exp.Trial" "Das Fenster im Flur klemmt seit ein paar Tagen. " 13 "[[142.5,230.5,\"NA\",\"NA\"],[230.5,263.5,\"NA\",\"NA\"],[263.5,318.5,\"NA\",\"NA\"],[318.5,395.5,\"NA\",\"NA\"],[395.5,450.5,\"NA\",\"NA\"],[450.5,494.5,\"NA\",\"NA\"],[494.5,549.5,\"NA\",\"NA\"],[549.5,621,\"NA\",\"NA\"]]" 13 "ID_49_9" "v2" 9 "[2,3,4,5,6,7,8,9]" "[\"Fenster\",\"im\",\"Flur\",\"klemmt\",\"seit\",\"ein\",\"paar\",\"Tagen\"]" "[7,2,4,6,4,3,4,6]" "[3.329,4.7586,2.5391,2.2304,3.9332,5.269,4.1455,3.4551]" "[0,0.0595,0.0714,0,0.0714,0,0.6905,0.6905]" "[132.2515,135.8078,120.4118,140.8569,118.9971,122.2627,135.6873,127.2124]" "[0.3605,\"NA\",\"NA\",0.3558,\"NA\",\"NA\",\"NA\",0.2879]" "[1.7,1,1.15,1.7,1,1,1.35,1]" NA
125.583 6.202 1255440 "Exp.Trial" "Die Sekretärin informierte den Kanzler erst am nächsten Morgen. " 14 "[[142.5,263.5,\"NA\",\"NA\"],[263.5,395.5,\"NA\",\"NA\"],[395.5,439.5,\"NA\",\"NA\"],[439.5,527.5,\"NA\",\"NA\"],[527.5,582.5,\"NA\",\"NA\"],[582.5,615.5,\"NA\",\"NA\"],[615.5,714.5,\"NA\",\"NA\"],[714.5,797,\"NA\",\"NA\"]]" 14 "ID_50_9" "v2" 9 "[2,3,4,5,6,7,8,9]" "[\"Sekretärin\",\"informierte\",\"den\",\"Kanzler\",\"erst\",\"am\",\"nächsten\",\"Morgen\"]" "[10,11,3,7,4,2,8,7]" "[2.4472,1.699,5.163,2.3181,3.9049,4.3613,3.5832,3.9325]" "[0,0,0.5176,0,0,0.1412,0.3529,0.0706]" "[129.8122,123.4763,143.4627,128.2583,120.2431,150.3843,132.7789,128.6549]" "[0.671,0.0568,\"NA\",0.8193,\"NA\",\"NA\",0.1164,0.2448]" "[2.9,1.75,1,1.9,1,1,1.55,1]" "1"
140.405 8.1 1270262 "Exp.Trial" "Vielleicht gibt es bald im Dezember Ostereier zu kaufen. " 15 "[[219.5,274.5,\"NA\",\"NA\"],[274.5,307.5,\"NA\",\"NA\"],[307.5,362.5,\"NA\",\"NA\"],[362.5,395.5,\"NA\",\"NA\"],[395.5,494.5,\"NA\",\"NA\"],[494.5,604.5,\"NA\",\"NA\"],[604.5,637.5,\"NA\",\"NA\"],[637.5,720,\"NA\",\"NA\"]]" 15 "ID_51_9" "v2" 9 "[2,3,4,5,6,7,8,9]" "[\"gibt\",\"es\",\"bald\",\"im\",\"Dezember\",\"Ostereier\",\"zu\",\"kaufen\"]" "[4,2,4,2,8,9,2,7]" "[4.4259,5.4176,3.7711,4.7586,2.243,0.699,5.3601,3.436]" "[0.0471,0.9176,0.0706,0,0,0,0.4471,0.3765]" "[138.1078,129.1059,141.599,135.8078,139.4725,123.8523,118.9471,119.6768]" "[\"NA\",\"NA\",\"NA\",\"NA\",0.9837,0.9948,\"NA\",0.1952]" "[1,1,1.45,1,2.55,2.95,1,1.2]" NA
151.414 7.767 1281271 "Exp.Trial" "Das kleine Unternehmen konnte sich die teure Maschine nicht leisten. " 16 "[[142.5,219.5,\"NA\",\"NA\"],[219.5,351.5,\"NA\",\"NA\"],[351.5,428.5,\"NA\",\"NA\"],[428.5,483.5,\"NA\",\"NA\"],[483.5,527.5,\"NA\",\"NA\"],[527.5,593.5,\"NA\",\"NA\"],[593.5,692.5,\"NA\",\"NA\"],[692.5,758.5,\"NA\",\"NA\"],[758.5,852,\"NA\",\"NA\"]]" 16 "ID_52_10" "v2" 10 "[2,3,4,5,6,7,8,9,10]" "[\"kleine\",\"Unternehmen\",\"konnte\",\"sich\",\"die\",\"teure\",\"Maschine\",\"nicht\",\"leisten\"]" "[6,11,6,4,3,5,8,5,8]" "[3.7505,2.4928,3.9225,4.9203,5.5136,2.1038,3.0917,5.6257,3.0983]" "[0.0357,0,0.0833,0.4167,0.0238,0,0.2262,0.9167,0.9286]" "[126.3333,136.246,132.1967,134.2902,133.0667,121.6957,135.6544,131.8525,110.8142]" "[0.2119,0.0568,0.2798,\"NA\",\"NA\",0.5201,0.5289,0.2879,0.0954]" "[1.35,1.7,1,1,1,1.4,1.75,1,1.25]" "1"
171.893 5.95 1301750 "Exp.Trial" "Der Franzose gewann gegen den Belgier. " 17 "[[142.5,241.5,\"NA\",\"NA\"],[241.5,318.5,\"NA\",\"NA\"],[318.5,384.5,\"NA\",\"NA\"],[384.5,428.5,\"NA\",\"NA\"],[428.5,522,\"NA\",\"NA\"]]" 17 "ID_53_6" "v2" 6 "[2,3,4,5,6]" "[\"Franzose\",\"gewann\",\"gegen\",\"den\",\"Belgier\"]" "[8,6,5,3,8]" "[2.1303,2.3674,3.9526,5.163,1.4314]" "[0,0,0,0.7412,0.0118]" "[126.9995,141.5967,148.7584,143.4627,122.0799]" "[0.8338,0.9885,0.2879,\"NA\",0.9233]" "[2.6,1.85,1,1,1.9]" NA
180.543 6.29 1310400 "Exp.Trial" "Jan hat sich zum dritten mal die Schulter ausgekugelt. " 18 "[[142.5,186.5,\"NA\",\"NA\"],[186.5,241.5,\"NA\",\"NA\"],[241.5,285.5,\"NA\",\"NA\"],[285.5,373.5,\"NA\",\"NA\"],[417.5,461.5,\"NA\",\"NA\"],[461.5,560.5,\"NA\",\"NA\"],[560.5,698,\"NA\",\"NA\"]]" 18 "ID_54_9" "v2" 9 "[2,3,4,5,7,8,9]" "[\"hat\",\"sich\",\"zum\",\"dritten\",\"die\",\"Schulter\",\"ausgekugelt\"]" "[3,4,3,7,3,8,12]" "[5.0598,4.9203,4.5244,2.7419,5.5136,2.7566,1.2304]" "[0.2118,0.0706,0,0.0235,0.0353,0.0235,0.1529]" "[133.7059,134.2902,135.7948,124.4179,133.0667,128.0961,127.284]" "[\"NA\",\"NA\",\"NA\",0.0917,\"NA\",0.3813,0.2737]" "[1,1,1,1.3,1,1.6,2.8]" "1"
196.319 4.068 1326176 "Exp.Trial" "Der Bischof erschien mit seinem neuen Sekretär auf der Konferenz. " 19 "[[142.5,230.5,\"NA\",\"NA\"],[230.5,329.5,\"NA\",\"NA\"],[329.5,373.5,\"NA\",\"NA\"],[373.5,450.5,\"NA\",\"NA\"],[450.5,516.5,\"NA\",\"NA\"],[516.5,615.5,\"NA\",\"NA\"],[615.5,659.5,\"NA\",\"NA\"],[659.5,703.5,\"NA\",\"NA\"],[703.5,819,\"NA\",\"NA\"]]" 19 "ID_55_10" "v2" 10 "[2,3,4,5,6,7,8,9,10]" "[\"Bischof\",\"erschien\",\"mit\",\"seinem\",\"neuen\",\"Sekretär\",\"auf\",\"der\",\"Konferenz\"]" "[7,8,3,6,5,8,3,3,10]" "[2.2279,2.3784,5.1841,3.7476,3.6082,1.9031,5.1189,5.3728,2.301]" "[0,0,0.0588,0.2588,0.0353,0.0235,0.1294,0.5529,0.0824]" "[134.786,125.3809,129.0889,132.415,130.469,132.8353,140.6131,134.7281,121.8424]" "[0.9597,0.2928,\"NA\",0.2119,0.5339,1,\"NA\",\"NA\",0.7751]" "[2.6,1.6,1,1.05,1.4,2.45,1,1,2.65]" "1"
210.069 4.407 1339926 "Exp.Trial" "Das Schicksal führte die Freunde wieder zusammen. " 20 "[[142.5,252.5,\"NA\",\"NA\"],[252.5,329.5,\"NA\",\"NA\"],[329.5,373.5,\"NA\",\"NA\"],[373.5,461.5,\"NA\",\"NA\"],[461.5,538.5,\"NA\",\"NA\"],[538.5,643,\"NA\",\"NA\"]]" 20 "ID_56_7" "v2" 7 "[2,3,4,5,6,7]" "[\"Schicksal\",\"führte\",\"die\",\"Freunde\",\"wieder\",\"zusammen\"]" "[9,6,3,7,6,9]" "[3.2851,2.7364,5.5136,3.8472,4.6018,4.0477]" "[0,0,0.1494,0.0115,0.2069,0.9195]" "[130.6545,130.1915,133.0667,133.5367,130.6824,126.2458]" "[0.4615,0.2646,\"NA\",0.0954,0.2039,0.4563]" "[1.85,1.4,1,1.4,1.1,1.85]" "1"
223.911 5.853 1353768 "Exp.Trial" "Vor Gericht wurde die Situation nachgestellt. " 21 "[[142.5,230.5,\"NA\",\"NA\"],[230.5,296.5,\"NA\",\"NA\"],[296.5,340.5,\"NA\",\"NA\"],[340.5,450.5,\"NA\",\"NA\"],[450.5,599,\"NA\",\"NA\"]]" 21 "ID_57_6" "v2" 6 "[2,3,4,5,6]" "[\"Gericht\",\"wurde\",\"die\",\"Situation\",\"nachgestellt\"]" "[7,5,3,9,13]" "[3.0554,4.3525,5.5136,3.2248,1.2553]" "[0,0.0116,0.0814,0,0]" "[128.0745,134.7278,133.0667,124.3952,121.9056]" "[0.0577,0.3663,\"NA\",0.7373,0.1827]" "[1.4,1,1,2.3,2.95]" NA
232.536 3.946 1362393 "Exp.Trial" "Das Wetter im September spielte verrückt. " 22 "[[142.5,219.5,\"NA\",\"NA\"],[219.5,252.5,\"NA\",\"NA\"],[252.5,362.5,\"NA\",\"NA\"],[362.5,450.5,\"NA\",\"NA\"],[450.5,555,\"NA\",\"NA\"]]" 22 "ID_58_6" "v2" 6 "[2,3,4,5,6]" "[\"Wetter\",\"im\",\"September\",\"spielte\",\"verrückt\"]" "[6,2,9,7,9]" "[2.791,4.7586,2.5717,2.8338,3.7989]" "[0.0588,0,0,0,0.3647]" "[128.6451,135.8078,143.1346,127.0067,112.7804]" "[0.2039,\"NA\",0.9948,0.0962,0.0668]" "[1,1,3.35,1.65,1.15]" "1"
244.82 11.213 1374677 "Exp.Trial" "Die diesjährige Konferenz der Wissenschaftler dauerte vier Tage. " 23 "[[142.5,274.5,\"NA\",\"NA\"],[274.5,384.5,\"NA\",\"NA\"],[384.5,428.5,\"NA\",\"NA\"],[428.5,604.5,\"NA\",\"NA\"],[604.5,692.5,\"NA\",\"NA\"],[692.5,747.5,\"NA\",\"NA\"],[747.5,808,\"NA\",\"NA\"]]" 23 "ID_59_8" "v2" 8 "[2,3,4,5,6,7,8]" "[\"diesjährige\",\"Konferenz\",\"der\",\"Wissenschaftl\",\"dauerte\",\"vier\",\"Tage\"]" "[11,9,3,15,7,4,5]" "[1.5798,2.301,5.3728,2.692,2.3979,3.5702,3.6762]" "[0.0119,0.0238,0.0833,0.0357,0,0.0119,0.6667]" "[133.2695,135.3804,134.7281,\"NA\",129.3546,111.6559,125.9922]" "[0.1369,0.7751,\"NA\",\"NA\",0.1108,\"NA\",0.5923]" "[2.5,2.65,1,2.4,1.65,1,1]" "1"
264.618 3.426 1394475 "Exp.Trial" "Der Hirte wanderte mehrere Kilometer durch die Wüste. " 24 "[[142.5,208.5,\"NA\",\"NA\"],[208.5,307.5,\"NA\",\"NA\"],[307.5,395.5,\"NA\",\"NA\"],[395.5,505.5,\"NA\",\"NA\"],[505.5,571.5,\"NA\",\"NA\"],[571.5,615.5,\"NA\",\"NA\"],[615.5,687,\"NA\",\"NA\"]]" 24 "ID_60_8" "v2" 8 "[2,3,4,5,6,7,8]" "[\"Hirte\",\"wanderte\",\"mehrere\",\"Kilometer\",\"durch\",\"die\",\"Wüste\"]" "[5,8,7,9,5,3,6]" "[1.8865,1.8062,2.8222,2.6618,4.1794,5.5136,2.8338]" "[0,0.0118,0,0.2353,0.2,0.6353,0.0353]" "[127.9961,132.7765,133.135,129.4749,133.3584,133.0667,120.734]" "[0.6327,0.1164,0.6809,0.7621,0.7319,\"NA\",0.5201]" "[1.45,1.7,1.65,2.5,1.3,1,1.3]" NA
269.946 6.478 1399803 "Exp.Trial" "Yvonne trat unglücklicherweise auf eine Tube Klebstoff. " 25 "[[175.5,230.5,\"NA\",\"NA\"],[230.5,439.5,\"NA\",\"NA\"],[439.5,483.5,\"NA\",\"NA\"],[483.5,538.5,\"NA\",\"NA\"],[538.5,593.5,\"NA\",\"NA\"],[593.5,709,\"NA\",\"NA\"]]" 25 "ID_61_7" "v2" 7 "[2,3,4,5,6,7]" "[\"trat\",\"unglücklicher\",\"auf\",\"eine\",\"Tube\",\"Klebstoff\"]" "[4,18,3,4,4,10]" "[2.3263,1.7993,5.1189,5.0745,1.5441,1.6721]" "[0,0,0.1647,0.2588,0,0.0471]" "[117.4225,\"NA\",140.6131,124.5343,142.8353,124.0675]" "[\"NA\",\"NA\",\"NA\",\"NA\",\"NA\",0.9419]" "[1,4.3,1,1,1,3.4]" NA
279.318 4.207 1409175 "Exp.Trial" "Manuela reagiert auf Senf allergisch. " 26 "[[186.5,285.5,\"NA\",\"NA\"],[285.5,329.5,\"NA\",\"NA\"],[329.5,384.5,\"NA\",\"NA\"],[384.5,511,\"NA\",\"NA\"]]" 26 "ID_62_5" "v2" 5 "[2,3,4,5]" "[\"reagiert\",\"auf\",\"Senf\",\"allergisch\"]" "[8,3,4,11]" "[2.6902,5.1189,2.0934,2.2068]" "[0,0.3012,0,0.6265]" "[124.9828,140.6131,140.7608,118.0039]" "[0.1879,\"NA\",\"NA\",0.4636]" "[1.65,1,1.6,3]" NA
286.526 5.691 1416383 "Exp.Trial" "Martins gebrochener Zeh schwoll rasch an. " 27 "[[186.5,318.5,\"NA\",\"NA\"],[318.5,362.5,\"NA\",\"NA\"],[362.5,450.5,\"NA\",\"NA\"],[450.5,516.5,\"NA\",\"NA\"],[516.5,555,\"NA\",\"NA\"]]" 27 "ID_63_6" "v2" 6 "[2,3,4,5,6]" "[\"gebrochener\",\"Zeh\",\"schwoll\",\"rasch\",\"an\"]" "[11,3,7,5,3]" "[1.301,2.238,1.0792,2.1818,4.9913]" "[0,0.0118,0,0,0.9412]" "[134.1355,145.1908,127.1154,127.2376,100.6092]" "[0.0469,\"NA\",0.682,0.9849,\"NA\"]" "[2.15,1,1.9,1.3,1]" NA
296.33 5.665 1426187 "Exp.Trial" "Der alte Kapitän goß stets ein wenig Rum in seinen Tee. " 28 "[[142.5,197.5,\"NA\",\"NA\"],[197.5,285.5,\"NA\",\"NA\"],[285.5,329.5,\"NA\",\"NA\"],[329.5,395.5,\"NA\",\"NA\"],[395.5,439.5,\"NA\",\"NA\"],[439.5,505.5,\"NA\",\"NA\"],[505.5,549.5,\"NA\",\"NA\"],[549.5,582.5,\"NA\",\"NA\"],[582.5,659.5,\"NA\",\"NA\"],[659.5,709,\"NA\",\"NA\"]]" 28 "ID_64_11" "v2" 11 "[2,3,4,5,6,7,8,9,10,11]" "[\"alte\",\"Kapitän\",\"goß\",\"stets\",\"ein\",\"wenig\",\"Rum\",\"in\",\"seinen\",\"Tee\"]" "[4,7,3,5,3,5,3,2,6,4]" "[3.5243,2.8573,1.2788,2.6138,5.269,3.7441,2.2253,5.2604,3.8876,3.1726]" "[0.0118,0,0,0,0.0824,0.0353,0.3647,0.8,0.2235,0.5294]" "[121.7265,139.6443,156.485,123.2753,122.2627,137.4227,156.5059,117.7196,126.3856,114.0353]" "[\"NA\",0.8813,\"NA\",0.5339,\"NA\",0.9311,\"NA\",\"NA\",0.144,\"NA\"]" "[1,1.7,1.2,1.7,1,1.7,1,1,1,1]" "1"
