"onset" "duration" "sample" "trial_type" "eventIdentifier" "stim_file" "event_nr" "aoi" "trial" "taskVersion" "nwords" "aoiInfo_wordPosition" "aoiInfo_word" "aoiInfo_nchar" "aoiInfo_freq" "aoiInfo_pred" "aoiInfo_lum_norm" "aoiInfo_simBOLD_res" "aoiInfo_OLD20" "response"
118.479 3.887 6364241 "Exp.Trial" "ID_83_6" "Mandy aß die Mandarine sofort auf. " 11 "[[164.5,197.5,384,384],[197.5,241.5,384,384],[241.5,351.5,384,384],[351.5,428.5,384,384],[428.5,478,384,384]]" 11 "v3" 6 "[2,3,4,5,6]" "[\"aß\",\"die\",\"Mandarine\",\"sofort\",\"auf\"]" "[2,3,9,6,4]" "[2.2878,5.5136,1.2788,3.894,5.1189]" "[0,0.0238,0,0,0.7857]" "[149.2627,133.0667,136.0959,122.7608,105.4598]" "[\"NA\",\"NA\",0.7751,0.9831,\"NA\"]" "[1,1,2.5,1.75,1]" NA
124.351 10.701 6370113 "Exp.Trial" "ID_84_8" "Der Teppich mit dem Schnörkel gefiel Bettina nicht. " 12 "[[142.5,230.5,384,384],[230.5,274.5,384,384],[274.5,318.5,384,384],[318.5,428.5,384,384],[428.5,505.5,384,384],[505.5,593.5,384,384],[593.5,665,384,384]]" 12 "v3" 8 "[2,3,4,5,6,7,8]" "[\"Teppich\",\"mit\",\"dem\",\"Schnörkel\",\"gefiel\",\"Bettina\",\"nicht\"]" "[7,3,3,9,6,7,6]" "[2.5289,5.1841,4.875,0.9542,2.6646,0.699,5.6257]" "[0,0,0.4762,0,0.0119,0,0.1905]" "[143.8263,129.0889,155.5216,135.3882,129.6078,130.6174,109.8771]" "[0.9861,\"NA\",\"NA\",0.7764,0.8162,0.9597,0.2879]" "[2.5,1,1,2.85,1.7,2.1,1]" NA
137.702 11.72 6383464 "Exp.Trial" "ID_85_7" "Der majestätische Gletscher wurde schon oft bestiegen. " 13 "[[142.5,296.5,384,384],[296.5,406.5,384,384],[406.5,472.5,384,384],[472.5,538.5,384,384],[538.5,582.5,384,384],[582.5,698,384,384]]" 13 "v3" 7 "[2,3,4,5,6,7]" "[\"majestätische\",\"Gletscher\",\"wurde\",\"schon\",\"oft\",\"bestiegen\"]" "[13,9,5,5,3,10]" "[1.1139,1.2553,4.3525,4.8195,3.638,1.3424]" "[0,0,0.0119,0.0476,0.1548,0.2976]" "[130.2151,129.0261,134.7278,131.8863,124.7582,124.389]" "[0.1707,0.417,0.3663,0.479,\"NA\",0.1218]" "[3.2,2.45,1,1.05,1,1.85]" NA
151.902 7.857 6397664 "Exp.Trial" "ID_86_8" "Der Großvater fand in seinem Pantoffel eine Wäscheklammer. " 14 "[[142.5,252.5,384,384],[252.5,307.5,384,384],[307.5,340.5,384,384],[340.5,417.5,384,384],[417.5,527.5,384,384],[527.5,582.5,384,384],[582.5,742,384,384]]" 14 "v3" 8 "[2,3,4,5,6,7,8]" "[\"Großvater\",\"fand\",\"in\",\"seinem\",\"Pantoffel\",\"eine\",\"Wäscheklammer\"]" "[9,4,2,6,9,4,14]" "[3.0191,3.4765,5.2604,3.7476,1.1139,5.0745,0.699]" "[0,0,0.0814,0.1395,0,0.3721,0]" "[129.2723,140.1559,117.7196,132.415,128.9089,124.5343,129.8994]" "[0.3512,\"NA\",\"NA\",0.2119,0.9076,\"NA\",0.5721]" "[2,1,1,1.05,3.35,1,4.6]" NA
162.52 7.409 6408282 "Exp.Trial" "ID_87_5" "Johannes wollte unbedingt Karussell fahren. " 15 "[[197.5,274.5,384,384],[274.5,384.5,384,384],[384.5,494.5,384,384],[494.5,577,384,384]]" 15 "v3" 5 "[2,3,4,5]" "[\"wollte\",\"unbedingt\",\"Karussell\",\"fahren\"]" "[6,9,9,7]" "[4.341,3.2721,1.5682,3.7389]" "[0.0115,0.0115,0,0.9655]" "[123.168,137.6837,126.1102,117.8258]" "[0.2039,0.417,0.8391,0.1805]" "[1,2.3,2.4,1.1]" "1"
178.702 5.292 6424464 "Exp.Trial" "ID_88_8" "Die Olympiade findet dieses Jahr in Australien statt. " 16 "[[142.5,252.5,384,384],[252.5,329.5,384,384],[329.5,406.5,384,384],[406.5,461.5,384,384],[461.5,494.5,384,384],[494.5,615.5,384,384],[615.5,687,384,384]]" 16 "v3" 8 "[2,3,4,5,6,7,8]" "[\"Olympiade\",\"findet\",\"dieses\",\"Jahr\",\"in\",\"Australien\",\"statt\"]" "[9,6,6,4,2,10,6]" "[1.5682,3.3707,4.1104,3.7293,5.2604,2.4639,3.0759]" "[0,0.131,0.1429,0.9167,0.869,0.119,0.9881]" "[143.1682,129.7451,130.7124,129.6049,117.7196,124.4694,107.0549]" "[0.5136,0.1976,0.2039,\"NA\",\"NA\",0.3346,0.8355]" "[3.65,1.35,1.25,1.25,1,2.45,1.5]" NA
186.449 3.659 6432211 "Exp.Trial" "ID_89_5" "Sonja kam als einzige pünktlich. " 17 "[[164.5,208.5,384,384],[208.5,252.5,384,384],[252.5,340.5,384,384],[340.5,456,384,384]]" 17 "v3" 5 "[2,3,4,5]" "[\"kam\",\"als\",\"Einzige\",\"pünktlich\"]" "[3,3,7,10]" "[3.9022,4.772,3.7039,2.5682]" "[0.0116,0.0233,0,0.0349]" "[150.668,122.2562,\"NA\",123.4753]" "[\"NA\",\"NA\",\"NA\",0.3714]" "[1,1,1.2,2.6]" "1"
200.732 6.393 6446494 "Exp.Trial" "ID_90_8" "Der alte Mann zog einen Karren zum Marktplatz. " 18 "[[142.5,197.5,384,384],[197.5,252.5,384,384],[252.5,296.5,384,384],[296.5,362.5,384,384],[362.5,439.5,384,384],[439.5,483.5,384,384],[483.5,610,384,384]]" 18 "v3" 8 "[2,3,4,5,6,7,8]" "[\"alte\",\"Mann\",\"zog\",\"einen\",\"Karren\",\"zum\",\"Marktplatz\"]" "[4,4,3,5,6,3,11]" "[3.5243,4.5382,2.7796,4.901,1.716,4.5244,1.3979]" "[0.0118,0.7765,0,0.0588,0.0706,0.0118,0]" "[121.7265,146.8186,139.0275,126.2902,130.2359,135.7948,125.0357]" "[\"NA\",\"NA\",\"NA\",0.2879,0.1818,\"NA\",0.4574]" "[1,1,1,1,1.2,1,2.8]" NA
209.923 3.375 6455685 "Exp.Trial" "ID_91_6" "Keiner wußte, was zu tun war. " 19 "[[175.5,252.5,384,384],[252.5,296.5,384,384],[296.5,329.5,384,384],[329.5,373.5,384,384],[373.5,423,384,384]]" 19 "v3" 6 "[2,3,4,5,6]" "[\"wußte\",\"was\",\"zu\",\"tun\",\"war\"]" "[6,3,2,3,4]" "[3.8505,5.1261,5.3601,4.5288,5.0288]" "[0.0233,0.1279,0.0116,0.5349,0.6977]" "[120.1562,134.8588,118.9471,123.9948,105.5147]" "[0.9048,\"NA\",\"NA\",\"NA\",\"NA\"]" "[1.4,1,1,1,1]" "1"
223.616 4.805 6469378 "Exp.Trial" "ID_92_8" "Heute morgen saß auf unserer Terrasse ein Frosch. " 20 "[[164.5,241.5,384,384],[241.5,285.5,384,384],[285.5,329.5,384,384],[329.5,417.5,384,384],[417.5,516.5,384,384],[516.5,560.5,384,384],[560.5,643,384,384]]" 20 "v3" 8 "[2,3,4,5,6,7,8]" "[\"morgen\",\"saß\",\"auf\",\"unserer\",\"Terrasse\",\"ein\",\"Frosch\"]" "[6,3,3,7,8,3,7]" "[3.8981,2.8129,5.1189,3.6766,1.8808,5.269,2.3856]" "[0.0238,0,0.0357,0,0.1429,0.8095,0]" "[140.5784,141.7961,140.6131,122.8734,127.2662,122.2627,116.1933]" "[0.2448,\"NA\",\"NA\",0.1276,0.5289,\"NA\",0.6506]" "[1.2,1,1,1.4,2.1,1,1.85]" NA
231.154 9.557 6476916 "Exp.Trial" "ID_93_8" "Der Wandersmann bat den Wirt um etwas Wasser. " 21 "[[142.5,274.5,384,384],[274.5,318.5,384,384],[318.5,362.5,384,384],[362.5,417.5,384,384],[417.5,450.5,384,384],[450.5,516.5,384,384],[516.5,599,384,384]]" 21 "v3" 8 "[2,3,4,5,6,7,8]" "[\"Wandersmann\",\"bat\",\"den\",\"Wirt\",\"um\",\"etwas\",\"Wasser\"]" "[11,3,3,4,2,5,7]" "[0,2.9101,5.163,2.0645,4.7868,4.6307,3.7491]" "[0,0,0.4096,0.2169,0.9518,0.0843,0.3133]" "[139.436,135.898,143.4627,123.9118,146.2549,130.3153,118.7798]" "[0.44,\"NA\",\"NA\",\"NA\",\"NA\",0.6327,0.4883]" "[3.35,1,1,1,1,1.25,1.15]" NA
243.116 5.007 6488878 "Exp.Trial" "ID_94_8" "Seit gestern geht es dem Patienten deutlich besser. " 22 "[[153.5,241.5,384,384],[241.5,296.5,384,384],[296.5,329.5,384,384],[329.5,373.5,384,384],[373.5,483.5,384,384],[483.5,582.5,384,384],[582.5,665,384,384]]" 22 "v3" 8 "[2,3,4,5,6,7,8]" "[\"gestern\",\"geht\",\"es\",\"dem\",\"Patienten\",\"deutlich\",\"besser\"]" "[7,4,2,3,9,8,7]" "[3.5715,4.4875,5.4176,4.875,3.0917,2.8,4.1452]" "[0.1325,0.0361,0.2651,0.0482,0.2048,0,0.9759]" "[131.3608,143.7696,129.1059,155.5216,127.2292,127.1794,117.3619]" "[0.1276,\"NA\",\"NA\",\"NA\",0.417,0.4204,0.2646]" "[1.35,1,1,1,2.15,1.9,1.3]" "1"
257.381 11.311 6503143 "Exp.Trial" "ID_95_7" "Der Waffenstillstand hält seit fast vier Monaten. " 23 "[[142.5,329.5,384,384],[329.5,384.5,384,384],[384.5,439.5,384,384],[439.5,494.5,384,384],[494.5,549.5,384,384],[549.5,643,384,384]]" 23 "v3" 7 "[2,3,4,5,6,7]" "[\"Waffenstillst\",\"hält\",\"seit\",\"fast\",\"vier\",\"Monaten\"]" "[16,4,4,4,4,8]" "[2.0755,3.4535,3.9332,3.7284,3.5702,3.2835]" "[0,0.0116,0.0349,0,0.0465,0.1395]" "[\"NA\",132.3176,118.9971,126.0245,111.6559,124.9784]" "[\"NA\",\"NA\",\"NA\",\"NA\",\"NA\",0.4885]" "[6,1.35,1,1,1,1.65]" "2"
283.227 4.805 6528989 "Exp.Trial" "ID_96_6" "Freundlich zu sein kann nie schaden. " 24 "[[219.5,252.5,384,384],[252.5,307.5,384,384],[307.5,362.5,384,384],[362.5,406.5,384,384],[406.5,500,384,384]]" 24 "v3" 6 "[2,3,4,5,6]" "[\"zu\",\"sein\",\"kann\",\"nie\",\"schaden\"]" "[2,4,4,3,8]" "[5.3601,4.8345,4.8285,4.4507,2.5911]" "[0.0361,0.5301,0,0,0.3976]" "[118.9471,132.7216,137.2853,122.2627,124.5877]" "[\"NA\",\"NA\",\"NA\",\"NA\",0.2506]" "[1,1,1,1,1.65]" "1"
296.64 3.889 6542402 "Exp.Trial" "ID_97_8" "Die Mutter gibt ihren Kindern jeden Montag Taschengeld. " 25 "[[142.5,219.5,384,384],[219.5,274.5,384,384],[274.5,340.5,384,384],[340.5,428.5,384,384],[428.5,494.5,384,384],[494.5,571.5,384,384],[571.5,709,384,384]]" 25 "v3" 8 "[2,3,4,5,6,7,8]" "[\"Mutter\",\"gibt\",\"ihren\",\"Kindern\",\"jeden\",\"Montag\",\"Taschengeld\"]" "[6,4,5,7,5,6,12]" "[4.1585,4.4259,3.8252,3.17,3.8264,2.7952,1.8451]" "[0.0349,0,0.1512,0.8488,0.0116,0,0.186]" "[130.3582,138.1078,125.6173,134.8846,136.4345,145.3033,130.5647]" "[0.2784,\"NA\",0.3178,0.0954,0.322,0.9925,0.6379]" "[1,1,1,1.35,1.4,1.8,3.65]" NA
303.241 10.199 6549003 "Exp.Trial" "ID_98_7" "Jeder Vorschlag gilt, der rechtzeitig eingereicht wird. " 26 "[[164.5,274.5,384,384],[274.5,340.5,384,384],[340.5,384.5,384,384],[384.5,516.5,384,384],[516.5,648.5,384,384],[648.5,709,384,384]]" 26 "v3" 7 "[2,3,4,5,6,7]" "[\"Vorschlag\",\"gilt\",\"der\",\"rechtzeitig\",\"eingereicht\",\"wird\"]" "[9,5,3,11,11,5]" "[2.7966,2.9395,5.3728,2.7959,1.7993,4.7987]" "[0,0,0.119,0.0476,0.3214,0.7381]" "[131.8017,107.5059,134.7281,124.0966,127.2,111.7263]" "[0.2201,0.864,\"NA\",0.327,0.1611,0.5923]" "[1.8,1,1,2.8,2.45,1]" "1"
324.444 4.338 6570206 "Exp.Trial" "ID_99_9" "Ich weiß nicht, ob wir uns noch sehen werden. " 27 "[[142.5,197.5,384,384],[197.5,274.5,384,384],[274.5,307.5,384,384],[307.5,351.5,384,384],[351.5,395.5,384,384],[395.5,450.5,384,384],[450.5,516.5,384,384],[516.5,599,384,384]]" 27 "v3" 9 "[2,3,4,5,6,7,8,9]" "[\"weiß\",\"nicht\",\"ob\",\"wir\",\"uns\",\"noch\",\"sehen\",\"werden\"]" "[4,6,2,3,3,4,5,7]" "[4.7028,5.6257,4.1393,5.2201,4.921,4.9381,4.4925,4.69]" "[0,0.4884,0.4419,0,0.1163,0.1395,0.186,0.6395]" "[136.7892,109.8771,144.5412,118.5569,127.732,133.1422,135.4125,121.7882]" "[\"NA\",0.2879,\"NA\",\"NA\",\"NA\",\"NA\",0.2879,0.144]" "[1,1,1,1,1,1,1,1]" NA
331.558 2.778 6577320 "Exp.Trial" "ID_100_7" "Die meisten Kinder gehen gerne zur Schule. " 28 "[[142.5,230.5,384,384],[230.5,307.5,384,384],[307.5,373.5,384,384],[373.5,439.5,384,384],[439.5,483.5,384,384],[483.5,566,384,384]]" 28 "v3" 7 "[2,3,4,5,6,7]" "[\"meisten\",\"Kinder\",\"gehen\",\"gerne\",\"zur\",\"Schule\"]" "[7,6,5,5,3,7]" "[3.3869,3.9833,4.4928,3.7193,4.2521,3.6949]" "[0.012,0.0964,0.0964,0.1205,0.2289,0.9639]" "[130.0202,135.1464,144.818,135.4024,115.0013,119.8919]" "[0.0917,0.2448,0.2879,0.365,\"NA\",0.2448]" "[1.25,1,1,1.2,1,1]" NA
336.937 2.484 6582699 "Exp.Trial" "ID_101_6" "Viele Kinder lesen nur noch selten. " 29 "[[164.5,241.5,384,384],[241.5,307.5,384,384],[307.5,351.5,384,384],[351.5,406.5,384,384],[406.5,489,384,384]]" 29 "v3" 6 "[2,3,4,5,6]" "[\"Kinder\",\"lesen\",\"nur\",\"noch\",\"selten\"]" "[6,5,3,4,7]" "[3.9833,3.3047,4.9071,4.9381,2.8299]" "[0.0465,0.0116,0.0116,0.1047,0.0581]" "[135.1464,126.3004,121.1477,133.1422,112.0555]" "[0.2448,0.4095,\"NA\",\"NA\",0.2646]" "[1,1,1,1,1.4]" NA
341.776 6.271 6587538 "Exp.Trial" "ID_102_8" "Die Journalisten fragen den Bürgermeister nach seiner Meinung. " 30 "[[142.5,285.5,384,384],[285.5,362.5,384,384],[362.5,406.5,384,384],[406.5,560.5,384,384],[560.5,615.5,384,384],[615.5,692.5,384,384],[692.5,786,384,384]]" 30 "v3" 8 "[2,3,4,5,6,7,8]" "[\"Journalisten\",\"fragen\",\"den\",\"Bürgermeister\",\"nach\",\"seiner\",\"Meinung\"]" "[12,6,3,13,4,6,8]" "[2.017,3.7096,5.163,2.9805,4.6686,3.7752,3.3718]" "[0,0.0588,0.2353,0.0118,0.6824,0.0941,0.2706]" "[125.3373,134.5412,143.4627,133.1451,133.8824,122.0183,127.952]" "[0.2699,0.1805,\"NA\",0.1582,\"NA\",0.144,0.682]" "[2.95,1.1,1,2.55,1,1,1.8]" NA
350.042 2.722 6595804 "Exp.Trial" "ID_103_7" "Kevin und Marie spielen oft im Garten. " 31 "[[164.5,208.5,384,384],[208.5,274.5,384,384],[274.5,362.5,384,384],[362.5,406.5,384,384],[406.5,439.5,384,384],[439.5,522,384,384]]" 31 "v3" 7 "[2,3,4,5,6,7]" "[\"und\",\"Marie\",\"spielen\",\"oft\",\"im\",\"Garten\"]" "[3,5,7,3,2,7]" "[5.4068,2.6304,3.749,3.638,4.7586,2.8681]" "[0.0588,0.0118,0.0353,0.0471,0.1647,0.4588]" "[140.6863,132.2463,129.53,124.7582,135.8078,117.898]" "[\"NA\",0.479,0.2506,\"NA\",\"NA\",0.2119]" "[1,1,1.4,1,1,1]" NA
355.108 11.566 6600870 "Exp.Trial" "ID_104_7" "Die Geschworenen glauben dem Beklagten bestimmt alles. " 32 "[[142.5,285.5,384,384],[285.5,373.5,384,384],[373.5,417.5,384,384],[417.5,527.5,384,384],[527.5,626.5,384,384],[626.5,698,384,384]]" 32 "v3" 7 "[2,3,4,5,6,7]" "[\"Geschworenen\",\"glauben\",\"dem\",\"Beklagten\",\"bestimmt\",\"alles\"]" "[12,7,3,9,8,6]" "[2.3032,3.8781,4.875,0.8451,3.6888,4.6264]" "[0,0.0235,0.2118,0,0,0.0118]" "[134.1405,137.4633,155.5216,140.183,136.3353,107.3301]" "[0.0726,0.1715,\"NA\",0.2365,0.1879,0.3175]" "[2.25,1.6,1,1.85,1.7,1]" NA
368.985 4.9 6614747 "Exp.Trial" "ID_105_10" "Am Besten stellen wir das Klavier nicht direkt ans Fenster. " 33 "[[131.5,208.5,384,384],[208.5,296.5,384,384],[296.5,340.5,384,384],[340.5,384.5,384,384],[384.5,472.5,384,384],[472.5,538.5,384,384],[538.5,615.5,384,384],[615.5,659.5,384,384],[659.5,753,384,384]]" 33 "v3" 10 "[2,3,4,5,6,7,8,9,10]" "[\"besten\",\"stellen\",\"wir\",\"das\",\"Klavier\",\"nicht\",\"direkt\",\"ans\",\"Fenster\"]" "[6,7,3,3,7,5,6,3,8]" "[2.7839,3.5097,5.2201,5.5145,2.4548,5.6257,3.4706,3.1987,3.329]" "[0.0588,0,0.4706,0.0941,0.0118,0,0,0.1529,0.9059]" "[\"NA\",122.2543,118.5569,141.2889,127.8599,131.8525,128.866,130.485,115.7201]" "[\"NA\",0.1108,\"NA\",\"NA\",0.8813,0.2879,0.9985,\"NA\",0.3605]" "[1,1.5,1,1,2,1,1.8,1,1.7]" NA
375.893 5.164 6621655 "Exp.Trial" "ID_106_7" "Meistens wünschen Kinder sich Spielzeug zu Weihnachten. " 34 "[[197.5,296.5,384,384],[296.5,373.5,384,384],[373.5,428.5,384,384],[428.5,538.5,384,384],[538.5,571.5,384,384],[571.5,709,384,384]]" 34 "v3" 7 "[2,3,4,5,6,7]" "[\"wünschen\",\"Kinder\",\"sich\",\"Spielzeug\",\"zu\",\"Weihnachten\"]" "[8,6,4,9,2,12]" "[2.9415,3.9833,4.9203,2.5575,5.3601,3.1408]" "[0,0,0.8706,0.0353,0.2471,0.8118]" "[135.5946,135.1464,134.2902,136.2658,118.9471,125.9585]" "[0.2922,0.2448,\"NA\",0.3512,\"NA\",0.475]" "[1.65,1,1,2.3,1,2.8]" NA
383.535 8.729 6629297 "Exp.Trial" "ID_107_6" "Einige Häftlinge sprechen nicht gern miteinander. " 35 "[[175.5,285.5,384,384],[285.5,384.5,384,384],[384.5,450.5,384,384],[450.5,505.5,384,384],[505.5,643,384,384]]" 35 "v3" 6 "[2,3,4,5,6]" "[\"Häftlinge\",\"sprechen\",\"nicht\",\"gern\",\"miteinander\"]" "[9,8,5,4,12]" "[2.0086,3.8951,5.6257,3.8267,3.1781]" "[0,0,0.2644,0.0345,0.023]" "[136.6458,134.2505,131.8525,136.4157,121.6722]" "[0.7216,0.0975,0.2879,\"NA\",0.2514]" "[2.3,1.45,1,1,2.35]" NA
