trial,block,aoiInfo_emotion,aoiInfo_model,aoiInfo_sex,aoi,aoiInfo_faces
23,1_happysad,"[""s"",""h"",""h"",""s"",""h"",""h"",""h"",""h"",""s"",""s"",""s"",""s"",""s"",""h"",""s"",""h""]","[""12"",""07"",""13"",""10"",""14"",""01"",""04"",""03"",""11"",""16"",""06"",""02"",""05"",""15"",""08"",""09""]","[""f"",""f"",""m"",""m"",""m"",""m"",""f"",""f"",""f"",""f"",""m"",""m"",""m"",""f"",""f"",""m""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""101_y_f_s_b.jpg"",""069_y_f_h_b.jpg"",""160_y_m_h_b.jpg"",""072_y_m_s_a.jpg"",""175_y_m_h_b.jpg"",""008_y_m_h_a.jpg"",""054_y_f_h_a.jpg"",""048_y_f_h_a.jpg"",""106_y_f_s_a.jpg"",""177_y_f_s_b.jpg"",""119_y_m_s_b.jpg"",""049_y_m_s_a.jpg"",""144_y_m_s_a.jpg"",""173_y_f_h_b.jpg"",""090_y_f_s_a.jpg"",""062_y_m_h_b.jpg""]"
24,1_happysad,"[""h"",""h"",""h"",""s"",""h"",""s"",""h"",""s"",""s"",""h"",""s"",""h"",""s"",""s"",""s"",""h""]","[""01"",""15"",""09"",""06"",""04"",""02"",""14"",""05"",""08"",""07"",""11"",""13"",""10"",""16"",""12"",""03""]","[""m"",""f"",""m"",""m"",""f"",""m"",""m"",""m"",""f"",""f"",""f"",""m"",""m"",""f"",""f"",""f""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""008_y_m_h_a.jpg"",""173_y_f_h_b.jpg"",""062_y_m_h_b.jpg"",""119_y_m_s_b.jpg"",""054_y_f_h_a.jpg"",""049_y_m_s_a.jpg"",""175_y_m_h_b.jpg"",""144_y_m_s_a.jpg"",""090_y_f_s_a.jpg"",""069_y_f_h_b.jpg"",""106_y_f_s_a.jpg"",""160_y_m_h_b.jpg"",""072_y_m_s_a.jpg"",""177_y_f_s_b.jpg"",""101_y_f_s_b.jpg"",""048_y_f_h_a.jpg""]"
25,1_happysad,"[""s"",""h"",""s"",""h"",""h"",""s"",""s"",""h"",""s"",""h"",""h"",""s"",""s"",""h"",""s"",""h""]","[""13"",""12"",""07"",""10"",""06"",""14"",""04"",""11"",""01"",""02"",""16"",""03"",""09"",""05"",""15"",""08""]","[""m"",""f"",""f"",""m"",""m"",""m"",""f"",""f"",""m"",""m"",""f"",""f"",""m"",""m"",""f"",""f""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""160_y_m_s_b.jpg"",""101_y_f_h_b.jpg"",""069_y_f_s_b.jpg"",""072_y_m_h_b.jpg"",""119_y_m_h_a.jpg"",""175_y_m_s_b.jpg"",""054_y_f_s_a.jpg"",""106_y_f_h_a.jpg"",""008_y_m_s_b.jpg"",""049_y_m_h_a.jpg"",""177_y_f_h_a.jpg"",""048_y_f_s_b.jpg"",""062_y_m_s_b.jpg"",""144_y_m_h_b.jpg"",""173_y_f_s_b.jpg"",""090_y_f_h_a.jpg""]"
26,1_happysad,"[""s"",""h"",""h"",""s"",""s"",""h"",""s"",""s"",""h"",""s"",""h"",""h"",""h"",""h"",""s"",""s""]","[""05"",""04"",""14"",""08"",""16"",""03"",""12"",""06"",""15"",""10"",""09"",""01"",""13"",""07"",""02"",""11""]","[""m"",""f"",""m"",""f"",""f"",""f"",""f"",""m"",""f"",""m"",""m"",""m"",""m"",""f"",""m"",""f""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""144_y_m_s_a.jpg"",""054_y_f_h_a.jpg"",""175_y_m_h_b.jpg"",""090_y_f_s_a.jpg"",""177_y_f_s_b.jpg"",""048_y_f_h_a.jpg"",""101_y_f_s_b.jpg"",""119_y_m_s_b.jpg"",""173_y_f_h_b.jpg"",""072_y_m_s_a.jpg"",""062_y_m_h_b.jpg"",""008_y_m_h_a.jpg"",""160_y_m_h_b.jpg"",""069_y_f_h_b.jpg"",""049_y_m_s_a.jpg"",""106_y_f_s_a.jpg""]"
27,1_happysad,"[""s"",""s"",""s"",""h"",""s"",""s"",""h"",""h"",""s"",""s"",""h"",""h"",""h"",""h"",""h"",""s""]","[""11"",""08"",""05"",""04"",""10"",""12"",""03"",""09"",""16"",""06"",""01"",""15"",""07"",""14"",""13"",""02""]","[""f"",""f"",""m"",""f"",""m"",""f"",""f"",""m"",""f"",""m"",""m"",""f"",""f"",""m"",""m"",""m""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""106_y_f_s_a.jpg"",""090_y_f_s_a.jpg"",""144_y_m_s_a.jpg"",""054_y_f_h_a.jpg"",""072_y_m_s_a.jpg"",""101_y_f_s_b.jpg"",""048_y_f_h_a.jpg"",""062_y_m_h_b.jpg"",""177_y_f_s_b.jpg"",""119_y_m_s_b.jpg"",""008_y_m_h_a.jpg"",""173_y_f_h_b.jpg"",""069_y_f_h_b.jpg"",""175_y_m_h_b.jpg"",""160_y_m_h_b.jpg"",""049_y_m_s_a.jpg""]"
28,1_happysad,"[""h"",""h"",""s"",""s"",""s"",""s"",""h"",""h"",""h"",""s"",""h"",""s"",""h"",""s"",""h"",""s""]","[""15"",""13"",""06"",""12"",""05"",""11"",""07"",""04"",""01"",""02"",""14"",""16"",""03"",""08"",""09"",""10""]","[""f"",""m"",""m"",""f"",""m"",""f"",""f"",""f"",""m"",""m"",""m"",""f"",""f"",""f"",""m"",""m""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""173_y_f_h_b.jpg"",""160_y_m_h_b.jpg"",""119_y_m_s_b.jpg"",""101_y_f_s_b.jpg"",""144_y_m_s_a.jpg"",""106_y_f_s_a.jpg"",""069_y_f_h_b.jpg"",""054_y_f_h_a.jpg"",""008_y_m_h_a.jpg"",""049_y_m_s_a.jpg"",""175_y_m_h_b.jpg"",""177_y_f_s_b.jpg"",""048_y_f_h_a.jpg"",""090_y_f_s_a.jpg"",""062_y_m_h_b.jpg"",""072_y_m_s_a.jpg""]"
29,1_happysad,"[""h"",""s"",""s"",""h"",""h"",""s"",""s"",""s"",""h"",""h"",""h"",""s"",""h"",""h"",""s"",""s""]","[""16"",""09"",""15"",""06"",""02"",""07"",""13"",""14"",""08"",""11"",""05"",""04"",""10"",""12"",""01"",""03""]","[""f"",""m"",""f"",""m"",""m"",""f"",""m"",""m"",""f"",""f"",""m"",""f"",""m"",""f"",""m"",""f""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""177_y_f_h_a.jpg"",""062_y_m_s_b.jpg"",""173_y_f_s_b.jpg"",""119_y_m_h_a.jpg"",""049_y_m_h_a.jpg"",""069_y_f_s_b.jpg"",""160_y_m_s_b.jpg"",""175_y_m_s_b.jpg"",""090_y_f_h_a.jpg"",""106_y_f_h_a.jpg"",""144_y_m_h_b.jpg"",""054_y_f_s_a.jpg"",""072_y_m_h_b.jpg"",""101_y_f_h_b.jpg"",""008_y_m_s_b.jpg"",""048_y_f_s_b.jpg""]"
30,1_happysad,"[""h"",""s"",""h"",""s"",""s"",""h"",""h"",""s"",""h"",""s"",""s"",""h"",""s"",""h"",""h"",""s""]","[""05"",""04"",""08"",""14"",""15"",""12"",""06"",""09"",""16"",""03"",""01"",""10"",""07"",""02"",""11"",""13""]","[""m"",""f"",""f"",""m"",""f"",""f"",""m"",""m"",""f"",""f"",""m"",""m"",""f"",""m"",""f"",""m""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""144_y_m_h_b.jpg"",""054_y_f_s_a.jpg"",""090_y_f_h_a.jpg"",""175_y_m_s_b.jpg"",""173_y_f_s_b.jpg"",""101_y_f_h_b.jpg"",""119_y_m_h_a.jpg"",""062_y_m_s_b.jpg"",""177_y_f_h_a.jpg"",""048_y_f_s_b.jpg"",""008_y_m_s_b.jpg"",""072_y_m_h_b.jpg"",""069_y_f_s_b.jpg"",""049_y_m_h_a.jpg"",""106_y_f_h_a.jpg"",""160_y_m_s_b.jpg""]"
31,1_happysad,"[""h"",""s"",""s"",""h"",""h"",""h"",""s"",""s"",""s"",""h"",""s"",""h"",""h"",""h"",""s"",""s""]","[""13"",""06"",""12"",""15"",""01"",""14"",""16"",""11"",""05"",""04"",""02"",""07"",""09"",""03"",""10"",""08""]","[""m"",""m"",""f"",""f"",""m"",""m"",""f"",""f"",""m"",""f"",""m"",""f"",""m"",""f"",""m"",""f""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""160_y_m_h_b.jpg"",""119_y_m_s_b.jpg"",""101_y_f_s_b.jpg"",""173_y_f_h_b.jpg"",""008_y_m_h_a.jpg"",""175_y_m_h_b.jpg"",""177_y_f_s_b.jpg"",""106_y_f_s_a.jpg"",""144_y_m_s_a.jpg"",""054_y_f_h_a.jpg"",""049_y_m_s_a.jpg"",""069_y_f_h_b.jpg"",""062_y_m_h_b.jpg"",""048_y_f_h_a.jpg"",""072_y_m_s_a.jpg"",""090_y_f_s_a.jpg""]"
32,1_happysad,"[""h"",""s"",""s"",""h"",""s"",""s"",""h"",""s"",""h"",""s"",""h"",""h"",""h"",""s"",""s"",""h""]","[""08"",""14"",""04"",""05"",""01"",""03"",""12"",""15"",""06"",""09"",""10"",""16"",""11"",""13"",""07"",""02""]","[""f"",""m"",""f"",""m"",""m"",""f"",""f"",""f"",""m"",""m"",""m"",""f"",""f"",""m"",""f"",""m""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""090_y_f_h_a.jpg"",""175_y_m_s_b.jpg"",""054_y_f_s_a.jpg"",""144_y_m_h_b.jpg"",""008_y_m_s_b.jpg"",""048_y_f_s_b.jpg"",""101_y_f_h_b.jpg"",""173_y_f_s_b.jpg"",""119_y_m_h_a.jpg"",""062_y_m_s_b.jpg"",""072_y_m_h_b.jpg"",""177_y_f_h_a.jpg"",""106_y_f_h_a.jpg"",""160_y_m_s_b.jpg"",""069_y_f_s_b.jpg"",""049_y_m_h_a.jpg""]"
1,2_happysad,"[""h"",""s"",""s"",""h"",""s"",""s"",""h"",""s"",""h"",""h"",""s"",""h"",""s"",""s"",""h"",""h""]","[""13"",""09"",""12"",""15"",""05"",""02"",""06"",""08"",""10"",""04"",""03"",""16"",""01"",""07"",""14"",""11""]","[""m"",""m"",""f"",""f"",""m"",""m"",""m"",""f"",""m"",""f"",""f"",""f"",""m"",""f"",""m"",""f""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""160_y_m_h_b.jpg"",""062_y_m_s_b.jpg"",""101_y_f_s_b.jpg"",""173_y_f_h_b.jpg"",""144_y_m_s_a.jpg"",""049_y_m_s_a.jpg"",""119_y_m_h_a.jpg"",""090_y_f_s_a.jpg"",""072_y_m_h_b.jpg"",""054_y_f_h_a.jpg"",""048_y_f_s_b.jpg"",""177_y_f_h_a.jpg"",""008_y_m_s_b.jpg"",""069_y_f_s_b.jpg"",""175_y_m_h_b.jpg"",""106_y_f_h_a.jpg""]"
2,2_happysad,"[""s"",""h"",""h"",""s"",""h"",""s"",""s"",""s"",""s"",""h"",""h"",""h"",""h"",""h"",""s"",""s""]","[""05"",""13"",""15"",""12"",""04"",""08"",""02"",""03"",""09"",""16"",""06"",""10"",""14"",""11"",""01"",""07""]","[""m"",""m"",""f"",""f"",""f"",""f"",""m"",""f"",""m"",""f"",""m"",""m"",""m"",""f"",""m"",""f""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""144_y_m_s_a.jpg"",""160_y_m_h_b.jpg"",""173_y_f_h_b.jpg"",""101_y_f_s_b.jpg"",""054_y_f_h_a.jpg"",""090_y_f_s_a.jpg"",""049_y_m_s_a.jpg"",""048_y_f_s_b.jpg"",""062_y_m_s_b.jpg"",""177_y_f_h_a.jpg"",""119_y_m_h_a.jpg"",""072_y_m_h_b.jpg"",""175_y_m_h_b.jpg"",""106_y_f_h_a.jpg"",""008_y_m_s_b.jpg"",""069_y_f_s_b.jpg""]"
3,2_happysad,"[""h"",""h"",""s"",""s"",""h"",""s"",""h"",""s"",""s"",""s"",""h"",""s"",""s"",""h"",""h"",""h""]","[""09"",""07"",""16"",""06"",""01"",""10"",""05"",""14"",""13"",""11"",""12"",""15"",""04"",""08"",""02"",""03""]","[""m"",""f"",""f"",""m"",""m"",""m"",""m"",""m"",""m"",""f"",""f"",""f"",""f"",""f"",""m"",""f""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""062_y_m_h_b.jpg"",""069_y_f_h_b.jpg"",""177_y_f_s_b.jpg"",""119_y_m_s_b.jpg"",""008_y_m_h_a.jpg"",""072_y_m_s_a.jpg"",""144_y_m_h_b.jpg"",""175_y_m_s_b.jpg"",""160_y_m_s_b.jpg"",""106_y_f_s_a.jpg"",""101_y_f_h_b.jpg"",""173_y_f_s_b.jpg"",""054_y_f_s_a.jpg"",""090_y_f_h_a.jpg"",""049_y_m_h_a.jpg"",""048_y_f_h_a.jpg""]"
4,2_happysad,"[""s"",""h"",""s"",""h"",""s"",""h"",""s"",""h"",""s"",""h"",""s"",""h"",""s"",""s"",""h"",""h""]","[""07"",""06"",""01"",""04"",""02"",""16"",""05"",""14"",""12"",""10"",""08"",""11"",""09"",""03"",""13"",""15""]","[""f"",""m"",""m"",""f"",""m"",""f"",""m"",""m"",""f"",""m"",""f"",""f"",""m"",""f"",""m"",""f""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""069_y_f_s_b.jpg"",""119_y_m_h_a.jpg"",""008_y_m_s_b.jpg"",""054_y_f_h_a.jpg"",""049_y_m_s_a.jpg"",""177_y_f_h_a.jpg"",""144_y_m_s_a.jpg"",""175_y_m_h_b.jpg"",""101_y_f_s_b.jpg"",""072_y_m_h_b.jpg"",""090_y_f_s_a.jpg"",""106_y_f_h_a.jpg"",""062_y_m_s_b.jpg"",""048_y_f_s_b.jpg"",""160_y_m_h_b.jpg"",""173_y_f_h_b.jpg""]"
5,2_happysad,"[""s"",""h"",""s"",""h"",""s"",""h"",""s"",""h"",""h"",""h"",""s"",""s"",""s"",""h"",""h"",""s""]","[""03"",""10"",""09"",""16"",""07"",""14"",""12"",""15"",""13"",""11"",""01"",""05"",""08"",""04"",""06"",""02""]","[""f"",""m"",""m"",""f"",""f"",""m"",""f"",""f"",""m"",""f"",""m"",""m"",""f"",""f"",""m"",""m""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""048_y_f_s_b.jpg"",""072_y_m_h_b.jpg"",""062_y_m_s_b.jpg"",""177_y_f_h_a.jpg"",""069_y_f_s_b.jpg"",""175_y_m_h_b.jpg"",""101_y_f_s_b.jpg"",""173_y_f_h_b.jpg"",""160_y_m_h_b.jpg"",""106_y_f_h_a.jpg"",""008_y_m_s_b.jpg"",""144_y_m_s_a.jpg"",""090_y_f_s_a.jpg"",""054_y_f_h_a.jpg"",""119_y_m_h_a.jpg"",""049_y_m_s_a.jpg""]"
6,2_happysad,"[""h"",""h"",""s"",""s"",""s"",""h"",""h"",""s"",""h"",""s"",""s"",""h"",""h"",""s"",""s"",""h""]","[""10"",""11"",""02"",""03"",""01"",""13"",""15"",""12"",""14"",""09"",""07"",""04"",""16"",""08"",""05"",""06""]","[""m"",""f"",""m"",""f"",""m"",""m"",""f"",""f"",""m"",""m"",""f"",""f"",""f"",""f"",""m"",""m""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""072_y_m_h_b.jpg"",""106_y_f_h_a.jpg"",""049_y_m_s_a.jpg"",""048_y_f_s_b.jpg"",""008_y_m_s_b.jpg"",""160_y_m_h_b.jpg"",""173_y_f_h_b.jpg"",""101_y_f_s_b.jpg"",""175_y_m_h_b.jpg"",""062_y_m_s_b.jpg"",""069_y_f_s_b.jpg"",""054_y_f_h_a.jpg"",""177_y_f_h_a.jpg"",""090_y_f_s_a.jpg"",""144_y_m_s_a.jpg"",""119_y_m_h_a.jpg""]"
7,2_happysad,"[""s"",""h"",""h"",""s"",""h"",""s"",""h"",""s"",""h"",""s"",""h"",""s"",""h"",""s"",""h"",""s""]","[""06"",""09"",""07"",""16"",""08"",""11"",""12"",""15"",""05"",""14"",""01"",""10"",""02"",""13"",""03"",""04""]","[""m"",""m"",""f"",""f"",""f"",""f"",""f"",""f"",""m"",""m"",""m"",""m"",""m"",""m"",""f"",""f""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""119_y_m_s_b.jpg"",""062_y_m_h_b.jpg"",""069_y_f_h_b.jpg"",""177_y_f_s_b.jpg"",""090_y_f_h_a.jpg"",""106_y_f_s_a.jpg"",""101_y_f_h_b.jpg"",""173_y_f_s_b.jpg"",""144_y_m_h_b.jpg"",""175_y_m_s_b.jpg"",""008_y_m_h_a.jpg"",""072_y_m_s_a.jpg"",""049_y_m_h_a.jpg"",""160_y_m_s_b.jpg"",""048_y_f_h_a.jpg"",""054_y_f_s_a.jpg""]"
8,2_happysad,"[""h"",""s"",""s"",""h"",""h"",""s"",""h"",""s"",""s"",""h"",""s"",""h"",""h"",""h"",""s"",""s""]","[""05"",""15"",""13"",""12"",""09"",""06"",""02"",""10"",""16"",""03"",""04"",""08"",""07"",""01"",""11"",""14""]","[""m"",""f"",""m"",""f"",""m"",""m"",""m"",""m"",""f"",""f"",""f"",""f"",""f"",""m"",""f"",""m""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""144_y_m_h_b.jpg"",""173_y_f_s_b.jpg"",""160_y_m_s_b.jpg"",""101_y_f_h_b.jpg"",""062_y_m_h_b.jpg"",""119_y_m_s_b.jpg"",""049_y_m_h_a.jpg"",""072_y_m_s_a.jpg"",""177_y_f_s_b.jpg"",""048_y_f_h_a.jpg"",""054_y_f_s_a.jpg"",""090_y_f_h_a.jpg"",""069_y_f_h_b.jpg"",""008_y_m_h_a.jpg"",""106_y_f_s_a.jpg"",""175_y_m_s_b.jpg""]"
9,2_happysad,"[""s"",""h"",""h"",""h"",""h"",""s"",""s"",""s"",""h"",""h"",""h"",""s"",""s"",""h"",""s"",""s""]","[""02"",""16"",""14"",""11"",""15"",""09"",""03"",""07"",""06"",""13"",""04"",""01"",""05"",""10"",""12"",""08""]","[""m"",""f"",""m"",""f"",""f"",""m"",""f"",""f"",""m"",""m"",""f"",""m"",""m"",""m"",""f"",""f""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""049_y_m_s_a.jpg"",""177_y_f_h_a.jpg"",""175_y_m_h_b.jpg"",""106_y_f_h_a.jpg"",""173_y_f_h_b.jpg"",""062_y_m_s_b.jpg"",""048_y_f_s_b.jpg"",""069_y_f_s_b.jpg"",""119_y_m_h_a.jpg"",""160_y_m_h_b.jpg"",""054_y_f_h_a.jpg"",""008_y_m_s_b.jpg"",""144_y_m_s_a.jpg"",""072_y_m_h_b.jpg"",""101_y_f_s_b.jpg"",""090_y_f_s_a.jpg""]"
10,2_happysad,"[""s"",""h"",""s"",""h"",""s"",""h"",""h"",""s"",""h"",""s"",""s"",""h"",""s"",""h"",""s"",""h""]","[""01"",""04"",""07"",""06"",""08"",""11"",""10"",""02"",""16"",""05"",""12"",""14"",""03"",""15"",""09"",""13""]","[""m"",""f"",""f"",""m"",""f"",""f"",""m"",""m"",""f"",""m"",""f"",""m"",""f"",""f"",""m"",""m""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""008_y_m_s_b.jpg"",""054_y_f_h_a.jpg"",""069_y_f_s_b.jpg"",""119_y_m_h_a.jpg"",""090_y_f_s_a.jpg"",""106_y_f_h_a.jpg"",""072_y_m_h_b.jpg"",""049_y_m_s_a.jpg"",""177_y_f_h_a.jpg"",""144_y_m_s_a.jpg"",""101_y_f_s_b.jpg"",""175_y_m_h_b.jpg"",""048_y_f_s_b.jpg"",""173_y_f_h_b.jpg"",""062_y_m_s_b.jpg"",""160_y_m_h_b.jpg""]"
11,2_happysad,"[""s"",""h"",""h"",""h"",""h"",""s"",""h"",""h"",""s"",""h"",""s"",""s"",""s"",""s"",""s"",""h""]","[""16"",""03"",""09"",""08"",""07"",""14"",""01"",""05"",""15"",""12"",""11"",""13"",""10"",""04"",""06"",""02""]","[""f"",""f"",""m"",""f"",""f"",""m"",""m"",""m"",""f"",""f"",""f"",""m"",""m"",""f"",""m"",""m""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""177_y_f_s_b.jpg"",""048_y_f_h_a.jpg"",""062_y_m_h_b.jpg"",""090_y_f_h_a.jpg"",""069_y_f_h_b.jpg"",""175_y_m_s_b.jpg"",""008_y_m_h_a.jpg"",""144_y_m_h_b.jpg"",""173_y_f_s_b.jpg"",""101_y_f_h_b.jpg"",""106_y_f_s_a.jpg"",""160_y_m_s_b.jpg"",""072_y_m_s_a.jpg"",""054_y_f_s_a.jpg"",""119_y_m_s_b.jpg"",""049_y_m_h_a.jpg""]"
12,2_happysad,"[""h"",""s"",""h"",""s"",""h"",""h"",""s"",""s"",""h"",""s"",""h"",""s"",""h"",""h"",""s"",""s""]","[""04"",""03"",""13"",""01"",""10"",""06"",""08"",""05"",""11"",""02"",""16"",""12"",""15"",""14"",""07"",""09""]","[""f"",""f"",""m"",""m"",""m"",""m"",""f"",""m"",""f"",""m"",""f"",""f"",""f"",""m"",""f"",""m""]","[[410,610,95,295],[630,830,95,295],[850,1050,95,295],[1070,1270,95,295],[410,610,315,515],[630,830,315,515],[850,1050,315,515],[1070,1270,315,515],[410,610,535,735],[630,830,535,735],[850,1050,535,735],[1070,1270,535,735],[410,610,755,955],[630,830,755,955],[850,1050,755,955],[1070,1270,755,955]]","[""054_y_f_h_a.jpg"",""048_y_f_s_b.jpg"",""160_y_m_h_b.jpg"",""008_y_m_s_b.jpg"",""072_y_m_h_b.jpg"",""119_y_m_h_a.jpg"",""090_y_f_s_a.jpg"",""144_y_m_s_a.jpg"",""106_y_f_h_a.jpg"",""049_y_m_s_a.jpg"",""177_y_f_h_a.jpg"",""101_y_f_s_b.jpg"",""173_y_f_h_b.jpg"",""175_y_m_h_b.jpg"",""069_y_f_s_b.jpg"",""062_y_m_s_b.jpg""]"
