duration,x,y,sub,session,acq,eye,fix_start,fix_end,trial_type,stim_file,event_nr,trial,trialID,taskVersion,response,nwords,event_onset,event_offset,duration_corr,fixation_type,cal,word_position,word,nchar,freq,pred,lum_norm,simBOLD_res,OLD20,aoi_nr
436,118.8,384,aa2805,1,prelex,R,-0.026,0.41,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,410,sfix_beforeOnset,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
437,109.9,384,aa2805,1,prelex,L,-0.026,0.411,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,411,sfix_beforeOnset,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
385,156.3,384,aa2805,1,prelex,L,0.433,0.818,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,385,withinEvent,0.25,2,machten,7,3.0249,0.0118,136.0028,5.0665e-09,1.15,1
388,173.8,384,aa2805,1,prelex,R,0.432,0.82,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,388,withinEvent,0.3,2,machten,7,3.0249,0.0118,136.0028,5.0665e-09,1.15,1
389,108.6,384,aa2805,1,prelex,L,0.838,1.227,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,389,withinEvent,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
386,128.5,384,aa2805,1,prelex,R,0.841,1.227,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,386,withinEvent,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,160,384,aa2805,1,prelex,L,1.249,1.49,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,241,withinEvent,0.25,2,machten,7,3.0249,0.0118,136.0028,5.0665e-09,1.15,1
240,181.4,384,aa2805,1,prelex,R,1.25,1.49,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,240,withinEvent,0.3,2,machten,7,3.0249,0.0118,136.0028,5.0665e-09,1.15,1
369,253,384,aa2805,1,prelex,R,1.513,1.882,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,369,withinEvent,0.3,3,einen,5,4.901,0.3294,126.2902,0.2879,1,2
370,231,384,aa2805,1,prelex,L,1.513,1.883,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,370,withinEvent,0.25,3,einen,5,4.901,0.3294,126.2902,0.2879,1,2
309,309.6,384,aa2805,1,prelex,R,1.905,2.214,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,309,withinEvent,0.3,4,Spaziergang,11,2.4232,0.0941,140.0242,0.8463,3.6,3
308,288,384,aa2805,1,prelex,L,1.907,2.215,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,308,withinEvent,0.25,3,einen,5,4.901,0.3294,126.2902,0.2879,1,2
551,316.3,384,aa2805,1,prelex,L,2.235,2.786,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,551,withinEvent,0.25,4,Spaziergang,11,2.4232,0.0941,140.0242,0.8463,3.6,3
551,332.2,384,aa2805,1,prelex,R,2.235,2.786,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,551,withinEvent,0.3,4,Spaziergang,11,2.4232,0.0941,140.0242,0.8463,3.6,3
256,344.5,384,aa2805,1,prelex,L,2.801,3.057,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,256,withinEvent,0.25,4,Spaziergang,11,2.4232,0.0941,140.0242,0.8463,3.6,3
255,354.7,384,aa2805,1,prelex,R,2.803,3.058,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,255,withinEvent,0.3,4,Spaziergang,11,2.4232,0.0941,140.0242,0.8463,3.6,3
462,318.8,384,aa2805,1,prelex,R,3.077,3.539,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,462,withinEvent,0.3,4,Spaziergang,11,2.4232,0.0941,140.0242,0.8463,3.6,3
464,309.4,384,aa2805,1,prelex,L,3.076,3.54,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,464,withinEvent,0.25,4,Spaziergang,11,2.4232,0.0941,140.0242,0.8463,3.6,3
330,331.7,384,aa2805,1,prelex,L,3.561,3.891,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,330,withinEvent,0.25,4,Spaziergang,11,2.4232,0.0941,140.0242,0.8463,3.6,3
335,341.9,384,aa2805,1,prelex,R,3.558,3.893,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,335,withinEvent,0.3,4,Spaziergang,11,2.4232,0.0941,140.0242,0.8463,3.6,3
398,392.6,384,aa2805,1,prelex,R,3.912,4.31,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,398,withinEvent,0.3,4,Spaziergang,11,2.4232,0.0941,140.0242,0.8463,3.6,3
397,372.4,384,aa2805,1,prelex,L,3.915,4.312,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,397,withinEvent,0.25,4,Spaziergang,11,2.4232,0.0941,140.0242,0.8463,3.6,3
349,426.9,384,aa2805,1,prelex,L,4.335,4.684,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,349,withinEvent,0.25,4,Spaziergang,11,2.4232,0.0941,140.0242,0.8463,3.6,3
349,449,384,aa2805,1,prelex,R,4.336,4.685,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,349,withinEvent,0.3,5,am,2,4.3613,0.0118,150.3843,NA,1,4
434,463.5,384,aa2805,1,prelex,L,4.704,5.138,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,434,withinEvent,0.25,6,Deich,5,1,0,134.7827,0.365,1.3,5
436,485,384,aa2805,1,prelex,R,4.702,5.138,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,436,withinEvent,0.3,6,Deich,5,1,0,134.7827,0.365,1.3,5
189,540.8,384,aa2805,1,prelex,L,5.168,5.357,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,189,withinEvent,0.25,7,entlang,8,3.07,0.6118,120.5824,0.8193,2,6
196,563.8,384,aa2805,1,prelex,R,5.163,5.359,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,196,withinEvent,0.3,7,entlang,8,3.07,0.6118,120.5824,0.8193,2,6
529,470.3,384,aa2805,1,prelex,L,5.381,5.91,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,529,withinEvent,0.25,6,Deich,5,1,0,134.7827,0.365,1.3,5
527,487.6,384,aa2805,1,prelex,R,5.383,5.91,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,527,withinEvent,0.3,6,Deich,5,1,0,134.7827,0.365,1.3,5
238,535.1,384,aa2805,1,prelex,R,5.932,6.17,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,238,withinEvent,0.3,7,entlang,8,3.07,0.6118,120.5824,0.8193,2,6
240,517.1,384,aa2805,1,prelex,L,5.932,6.172,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,240,withinEvent,0.25,6,Deich,5,1,0,134.7827,0.365,1.3,5
608,543.1,384,aa2805,1,prelex,L,6.189,6.797,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,608,withinEvent,0.25,7,entlang,8,3.07,0.6118,120.5824,0.8193,2,6
608,562.2,384,aa2805,1,prelex,R,6.189,6.797,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,608,withinEvent,0.3,7,entlang,8,3.07,0.6118,120.5824,0.8193,2,6
633,573.1,384,aa2805,1,prelex,L,6.817,7.45,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,633,withinEvent,0.25,7,entlang,8,3.07,0.6118,120.5824,0.8193,2,6
634,584.4,384,aa2805,1,prelex,R,6.816,7.45,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,634,withinEvent,0.3,7,entlang,8,3.07,0.6118,120.5824,0.8193,2,6
249,445.5,384,aa2805,1,prelex,L,7.489,7.738,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,249,withinEvent,0.25,5,am,2,4.3613,0.0118,150.3843,NA,1,4
260,462,384,aa2805,1,prelex,R,7.478,7.738,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,260,withinEvent,0.3,6,Deich,5,1,0,134.7827,0.365,1.3,5
393,358.7,384,aa2805,1,prelex,L,7.764,8.157,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,393,withinEvent,0.25,4,Spaziergang,11,2.4232,0.0941,140.0242,0.8463,3.6,3
386,371.7,384,aa2805,1,prelex,R,7.771,8.157,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,386,withinEvent,0.3,4,Spaziergang,11,2.4232,0.0941,140.0242,0.8463,3.6,3
109,320.8,384,aa2805,1,prelex,L,8.176,8.285,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,109,withinEvent,0.25,4,Spaziergang,11,2.4232,0.0941,140.0242,0.8463,3.6,3
128,329.2,384,aa2805,1,prelex,R,8.177,8.305,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,128,withinEvent,0.3,4,Spaziergang,11,2.4232,0.0941,140.0242,0.8463,3.6,3
58,264.9,384,aa2805,1,prelex,L,8.419,8.477,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,58,withinEvent,0.25,3,einen,5,4.901,0.3294,126.2902,0.2879,1,2
78,311.2,384,aa2805,1,prelex,R,8.403,8.481,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,78,withinEvent,0.3,4,Spaziergang,11,2.4232,0.0941,140.0242,0.8463,3.6,3
134,302,384,aa2805,1,prelex,L,8.52,8.654,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,134,withinEvent,0.25,4,Spaziergang,11,2.4232,0.0941,140.0242,0.8463,3.6,3
159,312.8,384,aa2805,1,prelex,R,8.497,8.656,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,159,withinEvent,0.3,4,Spaziergang,11,2.4232,0.0941,140.0242,0.8463,3.6,3
238,327.8,384,aa2805,1,prelex,R,8.665,8.903,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,238,withinEvent,0.3,4,Spaziergang,11,2.4232,0.0941,140.0242,0.8463,3.6,3
235,322.5,384,aa2805,1,prelex,L,8.669,8.904,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,235,withinEvent,0.25,4,Spaziergang,11,2.4232,0.0941,140.0242,0.8463,3.6,3
298,354.5,384,aa2805,1,prelex,R,8.921,9.219,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,298,withinEvent,0.3,4,Spaziergang,11,2.4232,0.0941,140.0242,0.8463,3.6,3
299,351.3,384,aa2805,1,prelex,L,8.921,9.22,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,299,withinEvent,0.25,4,Spaziergang,11,2.4232,0.0941,140.0242,0.8463,3.6,3
327,332,384,aa2805,1,prelex,R,9.236,9.563,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,327,withinEvent,0.3,4,Spaziergang,11,2.4232,0.0941,140.0242,0.8463,3.6,3
329,330.2,384,aa2805,1,prelex,L,9.235,9.564,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,329,withinEvent,0.25,4,Spaziergang,11,2.4232,0.0941,140.0242,0.8463,3.6,3
292,486,384,aa2805,1,prelex,R,9.606,9.898,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,292,withinEvent,0.3,6,Deich,5,1,0,134.7827,0.365,1.3,5
479,487.4,384,aa2805,1,prelex,L,9.606,10.085,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,479,withinEvent,0.25,6,Deich,5,1,0,134.7827,0.365,1.3,5
168,500.6,384,aa2805,1,prelex,R,9.921,10.089,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,168,withinEvent,0.3,6,Deich,5,1,0,134.7827,0.365,1.3,5
37,524.9,384,aa2805,1,prelex,L,10.248,10.285,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,37,withinEvent,0.25,6,Deich,5,1,0,134.7827,0.365,1.3,5
113,515.3,384,aa2805,1,prelex,L,10.294,10.407,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,113,withinEvent,0.25,6,Deich,5,1,0,134.7827,0.365,1.3,5
149,519.2,384,aa2805,1,prelex,R,10.261,10.41,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,149,withinEvent,0.3,6,Deich,5,1,0,134.7827,0.365,1.3,5
637,485.9,384,aa2805,1,prelex,L,10.426,11.063,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,637,withinEvent,0.25,6,Deich,5,1,0,134.7827,0.365,1.3,5
638,491.4,384,aa2805,1,prelex,R,10.426,11.064,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,638,withinEvent,0.3,6,Deich,5,1,0,134.7827,0.365,1.3,5
1267,537.3,384,aa2805,1,prelex,R,11.084,12.351,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,1267,withinEvent,0.3,7,entlang,8,3.07,0.6118,120.5824,0.8193,2,6
1269,533.2,384,aa2805,1,prelex,L,11.083,12.352,Exp.Trial,Sie machten einen Spaziergang am Deich entlang. ,1,1,ID_73_7,v3,NA,7,0,12.406,1269,withinEvent,0.25,7,entlang,8,3.07,0.6118,120.5824,0.8193,2,6
718,115.6,384,aa2805,1,prelex,L,14,14.718,Exp.Trial,Ulf hat schon wieder eine Niete gezogen. ,2,2,ID_74_7,v3,NA,7,14.026,18.676,692,sfix_beforeOnset,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
718,121.2,384,aa2805,1,prelex,R,14,14.718,Exp.Trial,Ulf hat schon wieder eine Niete gezogen. ,2,2,ID_74_7,v3,NA,7,14.026,18.676,692,sfix_beforeOnset,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,140.7,384,aa2805,1,prelex,L,14.737,14.936,Exp.Trial,Ulf hat schon wieder eine Niete gezogen. ,2,2,ID_74_7,v3,NA,7,14.026,18.676,199,withinEvent,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,147.9,384,aa2805,1,prelex,R,14.734,14.936,Exp.Trial,Ulf hat schon wieder eine Niete gezogen. ,2,2,ID_74_7,v3,NA,7,14.026,18.676,202,withinEvent,0.3,2,hat,3,5.0598,0.131,133.7059,NA,1,1
220,165.2,384,aa2805,1,prelex,R,14.948,15.168,Exp.Trial,Ulf hat schon wieder eine Niete gezogen. ,2,2,ID_74_7,v3,NA,7,14.026,18.676,220,withinEvent,0.3,2,hat,3,5.0598,0.131,133.7059,NA,1,1
222,156.3,384,aa2805,1,prelex,L,14.947,15.169,Exp.Trial,Ulf hat schon wieder eine Niete gezogen. ,2,2,ID_74_7,v3,NA,7,14.026,18.676,222,withinEvent,0.25,2,hat,3,5.0598,0.131,133.7059,NA,1,1
321,204,384,aa2805,1,prelex,R,15.189,15.51,Exp.Trial,Ulf hat schon wieder eine Niete gezogen. ,2,2,ID_74_7,v3,NA,7,14.026,18.676,321,withinEvent,0.3,3,schon,5,4.8195,0.0119,131.8863,0.479,1.05,2
322,187.3,384,aa2805,1,prelex,L,15.189,15.511,Exp.Trial,Ulf hat schon wieder eine Niete gezogen. ,2,2,ID_74_7,v3,NA,7,14.026,18.676,322,withinEvent,0.25,3,schon,5,4.8195,0.0119,131.8863,0.479,1.05,2
230,203.2,384,aa2805,1,prelex,L,15.526,15.756,Exp.Trial,Ulf hat schon wieder eine Niete gezogen. ,2,2,ID_74_7,v3,NA,7,14.026,18.676,230,withinEvent,0.25,3,schon,5,4.8195,0.0119,131.8863,0.479,1.05,2
229,222.6,384,aa2805,1,prelex,R,15.527,15.756,Exp.Trial,Ulf hat schon wieder eine Niete gezogen. ,2,2,ID_74_7,v3,NA,7,14.026,18.676,229,withinEvent,0.3,3,schon,5,4.8195,0.0119,131.8863,0.479,1.05,2
338,268,384,aa2805,1,prelex,R,15.778,16.116,Exp.Trial,Ulf hat schon wieder eine Niete gezogen. ,2,2,ID_74_7,v3,NA,7,14.026,18.676,338,withinEvent,0.3,4,wieder,6,4.6018,0.2381,130.6824,0.2039,1.1,3
340,250.7,384,aa2805,1,prelex,L,15.777,16.117,Exp.Trial,Ulf hat schon wieder eine Niete gezogen. ,2,2,ID_74_7,v3,NA,7,14.026,18.676,340,withinEvent,0.25,3,schon,5,4.8195,0.0119,131.8863,0.479,1.05,2
331,343.2,384,aa2805,1,prelex,R,16.144,16.475,Exp.Trial,Ulf hat schon wieder eine Niete gezogen. ,2,2,ID_74_7,v3,NA,7,14.026,18.676,331,withinEvent,0.3,5,eine,4,5.0745,0.1786,124.5343,NA,1,4
334,328.5,384,aa2805,1,prelex,L,16.142,16.476,Exp.Trial,Ulf hat schon wieder eine Niete gezogen. ,2,2,ID_74_7,v3,NA,7,14.026,18.676,334,withinEvent,0.25,4,wieder,6,4.6018,0.2381,130.6824,0.2039,1.1,3
725,388.2,384,aa2805,1,prelex,L,16.497,17.222,Exp.Trial,Ulf hat schon wieder eine Niete gezogen. ,2,2,ID_74_7,v3,NA,7,14.026,18.676,725,withinEvent,0.25,6,Niete,5,2.017,0,133.4024,0.5201,1.35,5
730,393.3,384,aa2805,1,prelex,R,16.496,17.226,Exp.Trial,Ulf hat schon wieder eine Niete gezogen. ,2,2,ID_74_7,v3,NA,7,14.026,18.676,730,withinEvent,0.3,6,Niete,5,2.017,0,133.4024,0.5201,1.35,5
494,412.7,384,aa2805,1,prelex,L,17.24,17.734,Exp.Trial,Ulf hat schon wieder eine Niete gezogen. ,2,2,ID_74_7,v3,NA,7,14.026,18.676,494,withinEvent,0.25,6,Niete,5,2.017,0,133.4024,0.5201,1.35,5
496,413,384,aa2805,1,prelex,R,17.239,17.735,Exp.Trial,Ulf hat schon wieder eine Niete gezogen. ,2,2,ID_74_7,v3,NA,7,14.026,18.676,496,withinEvent,0.3,6,Niete,5,2.017,0,133.4024,0.5201,1.35,5
243,449.3,384,aa2805,1,prelex,L,17.758,18.001,Exp.Trial,Ulf hat schon wieder eine Niete gezogen. ,2,2,ID_74_7,v3,NA,7,14.026,18.676,243,withinEvent,0.25,6,Niete,5,2.017,0,133.4024,0.5201,1.35,5
243,454.8,384,aa2805,1,prelex,R,17.758,18.001,Exp.Trial,Ulf hat schon wieder eine Niete gezogen. ,2,2,ID_74_7,v3,NA,7,14.026,18.676,243,withinEvent,0.3,7,gezogen,8,2.9036,0.8929,128.0275,0.1108,1.55,6
300,474.7,384,aa2805,1,prelex,R,18.016,18.316,Exp.Trial,Ulf hat schon wieder eine Niete gezogen. ,2,2,ID_74_7,v3,NA,7,14.026,18.676,300,withinEvent,0.3,7,gezogen,8,2.9036,0.8929,128.0275,0.1108,1.55,6
301,469.6,384,aa2805,1,prelex,L,18.016,18.317,Exp.Trial,Ulf hat schon wieder eine Niete gezogen. ,2,2,ID_74_7,v3,NA,7,14.026,18.676,301,withinEvent,0.25,7,gezogen,8,2.9036,0.8929,128.0275,0.1108,1.55,6
293,496.7,384,aa2805,1,prelex,L,18.334,18.627,Exp.Trial,Ulf hat schon wieder eine Niete gezogen. ,2,2,ID_74_7,v3,NA,7,14.026,18.676,293,withinEvent,0.25,7,gezogen,8,2.9036,0.8929,128.0275,0.1108,1.55,6
294,503.1,384,aa2805,1,prelex,R,18.333,18.627,Exp.Trial,Ulf hat schon wieder eine Niete gezogen. ,2,2,ID_74_7,v3,NA,7,14.026,18.676,294,withinEvent,0.3,7,gezogen,8,2.9036,0.8929,128.0275,0.1108,1.55,6
168,110.7,384,aa2805,1,prelex,L,20.307,20.475,Exp.Trial,Der Giebel des alten Hauses drohte einzustürzen. ,3,3,ID_75_7,v3,NA,7,20.332,26.004,142.999999999998,sfix_beforeOnset,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,131.3,384,aa2805,1,prelex,R,20.307,20.475,Exp.Trial,Der Giebel des alten Hauses drohte einzustürzen. ,3,3,ID_75_7,v3,NA,7,20.332,26.004,142.999999999998,sfix_beforeOnset,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,171.8,384,aa2805,1,prelex,L,20.498,20.573,Exp.Trial,Der Giebel des alten Hauses drohte einzustürzen. ,3,3,ID_75_7,v3,NA,7,20.332,26.004,75,withinEvent,0.25,2,Giebel,6,0,0,133.9275,0.9985,1.9,1
74,199.6,384,aa2805,1,prelex,R,20.499,20.573,Exp.Trial,Der Giebel des alten Hauses drohte einzustürzen. ,3,3,ID_75_7,v3,NA,7,20.332,26.004,74,withinEvent,0.3,2,Giebel,6,0,0,133.9275,0.9985,1.9,1
365,115.3,384,aa2805,1,prelex,L,20.598,20.963,Exp.Trial,Der Giebel des alten Hauses drohte einzustürzen. ,3,3,ID_75_7,v3,NA,7,20.332,26.004,365,withinEvent,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
364,139,384,aa2805,1,prelex,R,20.599,20.963,Exp.Trial,Der Giebel des alten Hauses drohte einzustürzen. ,3,3,ID_75_7,v3,NA,7,20.332,26.004,364,withinEvent,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
680,176.9,384,aa2805,1,prelex,R,20.982,21.662,Exp.Trial,Der Giebel des alten Hauses drohte einzustürzen. ,3,3,ID_75_7,v3,NA,7,20.332,26.004,680,withinEvent,0.3,2,Giebel,6,0,0,133.9275,0.9985,1.9,1
680,146.6,384,aa2805,1,prelex,L,20.983,21.663,Exp.Trial,Der Giebel des alten Hauses drohte einzustürzen. ,3,3,ID_75_7,v3,NA,7,20.332,26.004,680,withinEvent,0.25,2,Giebel,6,0,0,133.9275,0.9985,1.9,1
315,209.3,384,aa2805,1,prelex,L,21.687,22.002,Exp.Trial,Der Giebel des alten Hauses drohte einzustürzen. ,3,3,ID_75_7,v3,NA,7,20.332,26.004,315,withinEvent,0.25,2,Giebel,6,0,0,133.9275,0.9985,1.9,1
314,234.1,384,aa2805,1,prelex,R,21.688,22.002,Exp.Trial,Der Giebel des alten Hauses drohte einzustürzen. ,3,3,ID_75_7,v3,NA,7,20.332,26.004,314,withinEvent,0.3,3,des,3,4.4516,0.5529,141.3124,NA,1,2
546,280.1,384,aa2805,1,prelex,R,22.023,22.569,Exp.Trial,Der Giebel des alten Hauses drohte einzustürzen. ,3,3,ID_75_7,v3,NA,7,20.332,26.004,546,withinEvent,0.3,4,alten,5,3.5396,0.0235,124.0439,0.2879,1,3
546,261.9,384,aa2805,1,prelex,L,22.024,22.57,Exp.Trial,Der Giebel des alten Hauses drohte einzustürzen. ,3,3,ID_75_7,v3,NA,7,20.332,26.004,546,withinEvent,0.25,3,des,3,4.4516,0.5529,141.3124,NA,1,2
453,335.5,384,aa2805,1,prelex,L,22.601,23.054,Exp.Trial,Der Giebel des alten Hauses drohte einzustürzen. ,3,3,ID_75_7,v3,NA,7,20.332,26.004,453,withinEvent,0.25,5,Hauses,6,2.5798,0.7412,137.1863,0.3558,1.45,4
453,351.1,384,aa2805,1,prelex,R,22.601,23.054,Exp.Trial,Der Giebel des alten Hauses drohte einzustürzen. ,3,3,ID_75_7,v3,NA,7,20.332,26.004,453,withinEvent,0.3,5,Hauses,6,2.5798,0.7412,137.1863,0.3558,1.45,4
259,423.2,384,aa2805,1,prelex,L,23.082,23.341,Exp.Trial,Der Giebel des alten Hauses drohte einzustürzen. ,3,3,ID_75_7,v3,NA,7,20.332,26.004,259,withinEvent,0.25,6,drohte,6,1.9031,0.0118,133.7235,0.4883,1.65,5
262,439.2,384,aa2805,1,prelex,R,23.08,23.342,Exp.Trial,Der Giebel des alten Hauses drohte einzustürzen. ,3,3,ID_75_7,v3,NA,7,20.332,26.004,262,withinEvent,0.3,6,drohte,6,1.9031,0.0118,133.7235,0.4883,1.65,5
387,415.2,384,aa2805,1,prelex,L,23.351,23.738,Exp.Trial,Der Giebel des alten Hauses drohte einzustürzen. ,3,3,ID_75_7,v3,NA,7,20.332,26.004,387,withinEvent,0.25,6,drohte,6,1.9031,0.0118,133.7235,0.4883,1.65,5
385,432,384,aa2805,1,prelex,R,23.353,23.738,Exp.Trial,Der Giebel des alten Hauses drohte einzustürzen. ,3,3,ID_75_7,v3,NA,7,20.332,26.004,385,withinEvent,0.3,6,drohte,6,1.9031,0.0118,133.7235,0.4883,1.65,5
249,438.5,384,aa2805,1,prelex,L,23.757,24.006,Exp.Trial,Der Giebel des alten Hauses drohte einzustürzen. ,3,3,ID_75_7,v3,NA,7,20.332,26.004,249,withinEvent,0.25,6,drohte,6,1.9031,0.0118,133.7235,0.4883,1.65,5
250,452.6,384,aa2805,1,prelex,R,23.757,24.007,Exp.Trial,Der Giebel des alten Hauses drohte einzustürzen. ,3,3,ID_75_7,v3,NA,7,20.332,26.004,250,withinEvent,0.3,6,drohte,6,1.9031,0.0118,133.7235,0.4883,1.65,5
