"onset" "duration" "sample" "trial_type" "eventIdentifier" "stim_file" "event_nr" "aoi" "trial" "taskVersion" "nwords" "aoiInfo_wordPosition" "aoiInfo_word" "aoiInfo_nchar" "aoiInfo_freq" "aoiInfo_pred" "aoiInfo_lum_norm" "aoiInfo_simBOLD_res" "aoiInfo_OLD20" "response"
548.413 15.204 1068442 "Exp.Trial" "ID_63_6" "Martins gebrochener Zeh schwoll rasch an. " 27 "[[186.5,318.5,384,384],[318.5,362.5,384,384],[362.5,450.5,384,384],[450.5,516.5,384,384],[516.5,555,384,384]]" 27 "v2" 6 "[2,3,4,5,6]" "[\"gebrochener\",\"Zeh\",\"schwoll\",\"rasch\",\"an\"]" "[11,3,7,5,3]" "[1.301,2.238,1.0792,2.1818,4.9913]" "[0,0.0118,0,0,0.9412]" "[134.1355,145.1908,127.1154,127.2376,100.6092]" "[0.0469,\"NA\",0.682,0.9849,\"NA\"]" "[2.15,1,1.9,1.3,1]" NA
564.955 16.365 1084984 "Exp.Trial" "ID_64_11" "Der alte Kapitän goß stets ein wenig Rum in seinen Tee. " 28 "[[142.5,197.5,384,384],[197.5,285.5,384,384],[285.5,329.5,384,384],[329.5,395.5,384,384],[395.5,439.5,384,384],[439.5,505.5,384,384],[505.5,549.5,384,384],[549.5,582.5,384,384],[582.5,659.5,384,384],[659.5,709,384,384]]" 28 "v2" 11 "[2,3,4,5,6,7,8,9,10,11]" "[\"alte\",\"Kapitän\",\"goß\",\"stets\",\"ein\",\"wenig\",\"Rum\",\"in\",\"seinen\",\"Tee\"]" "[4,7,3,5,3,5,3,2,6,4]" "[3.5243,2.8573,1.2788,2.6138,5.269,3.7441,2.2253,5.2604,3.8876,3.1726]" "[0.0118,0,0,0,0.0824,0.0353,0.3647,0.8,0.2235,0.5294]" "[121.7265,139.6443,156.485,123.2753,122.2627,137.4227,156.5059,117.7196,126.3856,114.0353]" "[\"NA\",0.8813,\"NA\",0.5339,\"NA\",0.9311,\"NA\",\"NA\",0.144,\"NA\"]" "[1,1.7,1.2,1.7,1,1.7,1,1,1,1]" "1"
590.569 7.939 1110598 "Exp.Trial" "ID_65_9" "Die schmale Öse ist zu klein für den Faden. " 29 "[[142.5,230.5,384,384],[230.5,274.5,384,384],[274.5,318.5,384,384],[318.5,351.5,384,384],[351.5,417.5,384,384],[417.5,461.5,384,384],[461.5,505.5,384,384],[505.5,577,384,384]]" 29 "v2" 9 "[2,3,4,5,6,7,8,9]" "[\"schmale\",\"Öse\",\"ist\",\"zu\",\"klein\",\"für\",\"den\",\"Faden\"]" "[7,3,3,2,5,3,3,6]" "[1.3424,0,5.6767,5.3601,3.2598,5.0261,5.163,2.1847]" "[0,0,0.2738,0.3333,0.4881,0.7024,0.5833,0.4643]" "[134.0779,146.498,114.8797,118.9471,125.3302,126.6536,143.4627,123.632]" "[0.1276,\"NA\",\"NA\",\"NA\",0.6327,\"NA\",\"NA\",0.3663]" "[1.65,1.4,1,1,1.55,1,1,1.1]" NA
600.565 11.002 1120594 "Exp.Trial" "ID_66_7" "Die Tänzer probten ihre Kür besonders intensiv. " 30 "[[142.5,219.5,384,384],[219.5,307.5,384,384],[307.5,362.5,384,384],[362.5,406.5,384,384],[406.5,516.5,384,384],[516.5,621,384,384]]" 30 "v2" 7 "[2,3,4,5,6,7]" "[\"Tänzer\",\"probten\",\"ihre\",\"Kür\",\"besonders\",\"intensiv\"]" "[6,7,4,3,9,9]" "[2.1903,1.3802,4.1595,0.9542,3.3235,2.1173]" "[0,0,0.0471,0.0941,0.0118,0.2235]" "[132.2765,135.6555,123.6931,140.3033,134.6283,109.7795]" "[0.8162,0.5984,\"NA\",\"NA\",0.2515,0.6267]" "[1.75,1.85,1,1.05,1.65,2.55]" NA
612.978 8.879 1133007 "Exp.Trial" "ID_67_10" "Nach dem Streit schien alles wieder im Lot zu sein. " 31 "[[153.5,197.5,384,384],[197.5,274.5,384,384],[274.5,351.5,384,384],[351.5,417.5,384,384],[417.5,494.5,384,384],[494.5,527.5,384,384],[527.5,571.5,384,384],[571.5,604.5,384,384],[604.5,665,384,384]]" 31 "v2" 10 "[2,3,4,5,6,7,8,9,10]" "[\"dem\",\"Streit\",\"schien\",\"alles\",\"wieder\",\"im\",\"Lot\",\"zu\",\"sein\"]" "[3,6,6,5,6,2,3,2,5]" "[4.875,2.934,2.8639,4.6264,4.6018,4.7586,1.7709,5.3601,4.8345]" "[0.3529,0,0,0.4941,0.5529,0.0118,0.6824,0.9647,1]" "[155.5216,123.3268,127.4314,128.7961,130.6824,135.8078,125.9765,118.9471,106.1773]" "[\"NA\",0.2798,0.3558,0.3175,0.2039,\"NA\",\"NA\",\"NA\",0.5923]" "[1,1.55,1.1,1,1.1,1,1,1,1]" "1"
631.071 7.731 1151100 "Exp.Trial" "ID_68_8" "Der frisch gekochte Brei war noch zu heiß. " 32 "[[142.5,219.5,384,384],[219.5,318.5,384,384],[318.5,373.5,384,384],[373.5,417.5,384,384],[417.5,472.5,384,384],[472.5,505.5,384,384],[505.5,566,384,384]]" 32 "v2" 8 "[2,3,4,5,6,7,8]" "[\"frisch\",\"gekochte\",\"Brei\",\"war\",\"noch\",\"zu\",\"heiß\"]" "[6,8,4,3,4,2,5]" "[2.7846,1.415,2.1303,5.0288,4.9381,5.3601,3.2625]" "[0,0.0353,0.0824,0.1882,0.1412,0.2706,0.8941]" "[122.8902,137.8412,131.3843,140.6863,133.1422,118.9471,118.429]" "[0.3558,0.1164,\"NA\",\"NA\",\"NA\",\"NA\",0.7323]" "[1.65,1.7,1.25,1,1,1,1]" NA
640.112 7.627 1160141 "Exp.Trial" "ID_69_7" "Die Schneiderin steckte die Naht sorgfältig ab. " 33 "[[142.5,274.5,384,384],[274.5,362.5,384,384],[362.5,406.5,384,384],[406.5,461.5,384,384],[461.5,582.5,384,384],[582.5,621,384,384]]" 33 "v2" 7 "[2,3,4,5,6,7]" "[\"Schneiderin\",\"steckte\",\"die\",\"Naht\",\"sorgfältig\",\"ab\"]" "[11,7,3,4,10,3]" "[1.415,2.4472,5.5136,1.6335,2.2227,4.2118]" "[0,0.0233,0.2558,0.0465,0.0233,0.5]" "[131.4021,126.9782,133.0667,146.9137,131.7584,109.7595]" "[0.1369,0.1276,\"NA\",\"NA\",0.969,\"NA\"]" "[2.45,1.65,1,1.1,3.7,1]" "2"
659.399 16.05 1179428 "Exp.Trial" "ID_70_8" "Auf dem höchsten Mast hielt der Pirat Wache. " 34 "[[142.5,186.5,384,384],[186.5,285.5,384,384],[285.5,340.5,384,384],[340.5,406.5,384,384],[406.5,450.5,384,384],[450.5,516.5,384,384],[516.5,588,384,384]]" 34 "v2" 8 "[2,3,4,5,6,7,8]" "[\"dem\",\"höchsten\",\"Mast\",\"hielt\",\"der\",\"Pirat\",\"Wache\"]" "[3,8,4,5,3,5,6]" "[4.875,2.2553,1.6902,3.0554,5.3728,2.0969,2.7846]" "[0.3256,0,0,0,0.2558,0,0.0233]" "[155.5216,135.0186,140.7902,122.3882,134.7281,121.4392,123.5935]" "[\"NA\",0.0668,\"NA\",0.6327,\"NA\",0.7847,0.2879]" "[1,1.65,1,1.55,1,1.85,1]" NA
677.255 13.612 1197284 "Exp.Trial" "ID_71_8" "Claudia kann Salatsaucen mit viel Essig nicht ausstehen. " 35 "[[186.5,241.5,384,384],[241.5,373.5,384,384],[373.5,417.5,384,384],[417.5,472.5,384,384],[472.5,538.5,384,384],[538.5,604.5,384,384],[604.5,720,384,384]]" 35 "v2" 8 "[2,3,4,5,6,7,8]" "[\"kann\",\"Salatsaucen\",\"mit\",\"viel\",\"Essig\",\"nicht\",\"ausstehen\"]" "[4,11,3,4,5,5,10]" "[4.8285,0,5.1841,4.3869,1.6628,5.6257,2.2765]" "[0.0119,0,0.0238,0.0238,0.0833,0.619,0.1429]" "[137.2853,128.862,129.0889,112.0353,141.2533,131.8525,121.111]" "[\"NA\",0.7208,\"NA\",\"NA\",0.9048,0.2879,0.0815]" "[1,3.95,1,1,1.9,1,1.75]" NA
692.106 20.014 1212135 "Exp.Trial" "ID_72_8" "Die Torte erwies sich als ein wahrer Leckerbissen. " 36 "[[142.5,208.5,384,384],[208.5,285.5,384,384],[285.5,340.5,384,384],[340.5,384.5,384,384],[384.5,428.5,384,384],[428.5,505.5,384,384],[505.5,654,384,384]]" 36 "v2" 8 "[2,3,4,5,6,7,8]" "[\"Torte\",\"erwies\",\"sich\",\"als\",\"ein\",\"wahrer\",\"Leckerbissen\"]" "[5,6,4,3,3,6,13]" "[2.3502,1.5441,4.9203,4.772,5.269,2.4814,1.5682]" "[0,0.0119,0.9643,0.9762,0.0476,0.0119,0.1071]" "[127.7271,124.1974,134.2902,122.2562,122.2627,129.5784,122.3282]" "[0.365,0.9389,\"NA\",\"NA\",\"NA\",0.3121,0.4075]" "[1,1.85,1,1,1,1.45,3.5]" NA
