"onset" "duration" "sample" "trial_type" "stim_file" "event_nr" "aoi" "trial" "trialID" "taskVersion" "nwords" "aoiInfo_wordPosition" "aoiInfo_word" "aoiInfo_nchar" "aoiInfo_freq" "aoiInfo_pred" "aoiInfo_lum_norm" "aoiInfo_simBOLD_res" "aoiInfo_OLD20" "response"
122.658 9.323 9294219 "Exp.Trial" "Die Mutter sagte, Nina übe gerade Klavier. " 11 "[[142.5,219.5,\"NA\",\"NA\"],[219.5,296.5,\"NA\",\"NA\"],[296.5,351.5,\"NA\",\"NA\"],[351.5,395.5,\"NA\",\"NA\"],[395.5,472.5,\"NA\",\"NA\"],[472.5,566,\"NA\",\"NA\"]]" 11 "ID_119_7" "v4" 7 "[2,3,4,5,6,7]" "[\"Mutter\",\"sagte\",\"Nina\",\"übe\",\"gerade\",\"Klavier\"]" "[6,6,4,3,6,8]" "[4.1585,4.1861,2.6767,2.0755,4.215,2.4548]" "[0.0235,0.0118,0,0,0.0118,0.0941]" "[130.3582,119.3778,138.3137,144.8863,140.117,111.8775]" "[0.2784,0.3216,\"NA\",\"NA\",0.2798,0.8813]" "[1,1,1,1.25,1.4,2]" NA
133.843 18.581 9305404 "Exp.Trial" "Der Gehilfe des Gärtners sät Kresse und Radieschen. " 12 "[[142.5,230.5,\"NA\",\"NA\"],[230.5,274.5,\"NA\",\"NA\"],[274.5,373.5,\"NA\",\"NA\"],[373.5,417.5,\"NA\",\"NA\"],[417.5,494.5,\"NA\",\"NA\"],[494.5,538.5,\"NA\",\"NA\"],[538.5,665,\"NA\",\"NA\"]]" 12 "ID_120_8" "v4" 8 "[2,3,4,5,6,7,8]" "[\"Gehilfe\",\"des\",\"Gärtners\",\"sät\",\"Kresse\",\"und\",\"Radieschen\"]" "[7,3,8,3,6,3,11]" "[1.415,4.4516,0.4771,1.3222,0.301,5.4068,1.415]" "[0,0.4302,0.0465,0.0116,0.0116,0.1395,0.0233]" "[132.4706,141.3124,130.1936,131.1059,132.4647,140.6863,127.9258]" "[0.703,\"NA\",0.6267,\"NA\",0.3121,\"NA\",0.4594]" "[1.95,1,2.3,1,1.5,1,2.95]" NA
153.788 10.92 9325349 "Exp.Trial" "Die zwei Nichten öden sich gegenseitig an. " 13 "[[142.5,197.5,\"NA\",\"NA\"],[197.5,285.5,\"NA\",\"NA\"],[285.5,340.5,\"NA\",\"NA\"],[340.5,395.5,\"NA\",\"NA\"],[395.5,527.5,\"NA\",\"NA\"],[527.5,566,\"NA\",\"NA\"]]" 13 "ID_121_7" "v4" 7 "[2,3,4,5,6,7]" "[\"zwei\",\"Nichten\",\"öden\",\"sich\",\"gegenseitig\",\"an\"]" "[4,7,4,4,11,3]" "[4.177,1.3424,1.3802,4.9203,2.8585,4.9913]" "[0,0,0,0.6047,0.3953,0.9186]" "[123.6961,134.2734,144.5588,134.2902,135.9815,100.6092]" "[\"NA\",0.103,\"NA\",\"NA\",0.2176,\"NA\"]" "[1.35,1.35,1.1,1,2.4,1]" NA
166.048 13.62 9337609 "Exp.Trial" "Sei so gut und miß bitte die Tiefe des Regals. " 14 "[[142.5,175.5,\"NA\",\"NA\"],[175.5,219.5,\"NA\",\"NA\"],[219.5,263.5,\"NA\",\"NA\"],[263.5,307.5,\"NA\",\"NA\"],[307.5,373.5,\"NA\",\"NA\"],[373.5,417.5,\"NA\",\"NA\"],[417.5,483.5,\"NA\",\"NA\"],[483.5,527.5,\"NA\",\"NA\"],[527.5,610,\"NA\",\"NA\"]]" 14 "ID_122_10" "v4" 10 "[2,3,4,5,6,7,8,9,10]" "[\"so\",\"gut\",\"und\",\"miß\",\"bitte\",\"die\",\"Tiefe\",\"des\",\"Regals\"]" "[2,3,3,3,5,3,5,3,7]" "[5.0442,4.7348,5.4068,1.4624,4.3888,5.5136,2.415,4.4516,0]" "[0.0353,0.2588,0.7176,0,0.0235,0.5765,0,0.6471,0.0235]" "[127.5902,137.5203,140.6863,146.2876,125.1082,133.0667,130.2675,141.3124,126.6073]" "[\"NA\",\"NA\",\"NA\",\"NA\",0.365,\"NA\",0.5339,\"NA\",0.6506]" "[1,1,1,1,1,1,1.3,1,1.85]" NA
181.056 4.152 9352617 "Exp.Trial" "Jetzt rate doch mal, wen ich gesehen habe! " 15 "[[164.5,219.5,\"NA\",\"NA\"],[219.5,274.5,\"NA\",\"NA\"],[274.5,329.5,\"NA\",\"NA\"],[274.5,329.5,\"NA\",\"NA\"],[329.5,373.5,\"NA\",\"NA\"],[373.5,417.5,\"NA\",\"NA\"],[417.5,505.5,\"NA\",\"NA\"],[505.5,566,\"NA\",\"NA\"]]" 15 "ID_123_8" "v4" 8 "[2,3,4,4,5,6,7,8]" "[\"rate\",\"doch\",\"mal\",\"mal\",\"wen\",\"ich\",\"gesehen\",\"habe\"]" "[4,4,3,4,3,3,7,5]" "[2.4298,4.7422,4.7522,4.7522,3.3744,5.6438,4.2184,4.9709]" "[0,0.0116,0.4824,0.686,0.0116,0.593,0,0.9535]" "[121.3471,141.2451,148.8771,111.6578,137.0327,124.3542,140.3289,127.4878]" "[\"NA\",\"NA\",\"NA\",\"NA\",\"NA\",\"NA\",0.3605,0.5923]" "[1,1,1,1,1,1,1.45,1]" NA
186.564 5.456 9358125 "Exp.Trial" "Sei so lieb und lies mir die Angaben vor! " 16 "[[142.5,175.5,\"NA\",\"NA\"],[175.5,230.5,\"NA\",\"NA\"],[230.5,274.5,\"NA\",\"NA\"],[274.5,329.5,\"NA\",\"NA\"],[329.5,373.5,\"NA\",\"NA\"],[373.5,417.5,\"NA\",\"NA\"],[417.5,505.5,\"NA\",\"NA\"],[505.5,555,\"NA\",\"NA\"]]" 16 "ID_124_9" "v4" 9 "[2,3,4,5,6,7,8,9]" "[\"so\",\"lieb\",\"und\",\"lies\",\"mir\",\"die\",\"Angaben\",\"vor\"]" "[2,4,3,4,3,3,7,4]" "[5.0442,3.1248,5.4068,2.2989,5.2001,5.5136,2.0607,4.5422]" "[0.0349,0.2209,0.7674,0,0.593,0.0814,0,0.6628]" "[127.5902,125.7167,140.6863,117.2412,126.2418,133.0667,147.0381,100.3314]" "[\"NA\",\"NA\",\"NA\",\"NA\",\"NA\",\"NA\",0.4885,\"NA\"]" "[1,1,1,1,1,1,1.85,1]" "1"
206.621 6.5 9378182 "Exp.Trial" "Bitte wirf den Ball nicht wieder aufs Dach. " 17 "[[164.5,219.5,\"NA\",\"NA\"],[219.5,263.5,\"NA\",\"NA\"],[263.5,318.5,\"NA\",\"NA\"],[318.5,384.5,\"NA\",\"NA\"],[384.5,461.5,\"NA\",\"NA\"],[461.5,516.5,\"NA\",\"NA\"],[516.5,577,\"NA\",\"NA\"]]" 17 "ID_125_8" "v4" 8 "[2,3,4,5,6,7,8]" "[\"wirf\",\"den\",\"Ball\",\"nicht\",\"wieder\",\"aufs\",\"Dach\"]" "[4,3,4,5,6,4,5]" "[2.3181,5.163,3.1508,5.6257,4.6018,3.3397,3.0903]" "[0,0.2169,0.506,0.3735,0.012,0,0.5301]" "[121.4941,143.4627,133.3716,131.8525,130.6824,127.8667,121.7906]" "[\"NA\",\"NA\",\"NA\",0.2879,0.2039,\"NA\",0.5923]" "[1.1,1,1,1,1.1,1,1]" "1"
224.95 4.484 9396511 "Exp.Trial" "Bitte hilf deiner Schwester beim Aufräumen. " 18 "[[164.5,219.5,\"NA\",\"NA\"],[219.5,296.5,\"NA\",\"NA\"],[296.5,406.5,\"NA\",\"NA\"],[406.5,461.5,\"NA\",\"NA\"],[461.5,577,\"NA\",\"NA\"]]" 18 "ID_126_6" "v4" 6 "[2,3,4,5,6]" "[\"hilf\",\"deiner\",\"Schwester\",\"beim\",\"Aufräumen\"]" "[4,6,9,4,10]" "[2.9552,3.8763,3.7496,3.8822,1.6128]" "[0.0116,0.0233,0.4535,0.3372,0.2093]" "[123.8118,128.4954,133.0854,140.9324,127.1004]" "[\"NA\",0.144,0.204,\"NA\",0.3872]" "[1.3,1,1.55,1.05,2.25]" NA
231.725 9.911 9403286 "Exp.Trial" "Die streikenden Fahrer konnte man kilometerweit hupen hören. " 19 "[[142.5,274.5,\"NA\",\"NA\"],[274.5,351.5,\"NA\",\"NA\"],[351.5,428.5,\"NA\",\"NA\"],[428.5,472.5,\"NA\",\"NA\"],[472.5,626.5,\"NA\",\"NA\"],[626.5,692.5,\"NA\",\"NA\"],[692.5,764,\"NA\",\"NA\"]]" 19 "ID_127_8" "v4" 8 "[2,3,4,5,6,7,8]" "[\"streikenden\",\"Fahrer\",\"konnte\",\"man\",\"kilometerweit\",\"hupen\",\"hören\"]" "[11,6,6,3,13,5,6]" "[0.6021,2.9047,3.9225,4.6026,0.8451,1.5051,3.9366]" "[0,0,0.0118,0.1529,0.0118,0.0235,1]" "[129.944,128.9876,132.1967,144.6941,126.213,142.9906,118.5072]" "[0.1369,0.2448,0.2798,\"NA\",0.874,0.9311,0.5646]" "[2.45,1.2,1,1,4.85,1.8,1.1]" "1"
251.176 7.324 9422737 "Exp.Trial" "Die Gärtner mähen den Rasen im Park jeden Mittwoch. " 20 "[[142.5,230.5,\"NA\",\"NA\"],[230.5,296.5,\"NA\",\"NA\"],[296.5,340.5,\"NA\",\"NA\"],[340.5,406.5,\"NA\",\"NA\"],[406.5,439.5,\"NA\",\"NA\"],[439.5,494.5,\"NA\",\"NA\"],[494.5,560.5,\"NA\",\"NA\"],[560.5,665,\"NA\",\"NA\"]]" 20 "ID_128_9" "v4" 9 "[2,3,4,5,6,7,8,9]" "[\"Gärtner\",\"mähen\",\"den\",\"Rasen\",\"im\",\"Park\",\"jeden\",\"Mittwoch\"]" "[7,5,3,5,2,4,5,9]" "[2,1.4771,5.163,2.3118,4.7586,3.1399,3.8264,2.5658]" "[0,0,0.5977,0.8736,0.092,0.2989,0.046,0.0115]" "[130.6695,147.829,143.4627,139.9624,135.8078,135.1637,136.4345,122.858]" "[0.7275,0.5339,\"NA\",0.3663,\"NA\",\"NA\",0.322,0.9928]" "[1.9,1.45,1,1,1,1,1.4,3.15]" NA
260.184 15.062 9431745 "Exp.Trial" "Gute Beziehungen ebnen vielen Unternehmern den Weg zum Erfolg. " 21 "[[153.5,285.5,\"NA\",\"NA\"],[285.5,351.5,\"NA\",\"NA\"],[351.5,428.5,\"NA\",\"NA\"],[428.5,571.5,\"NA\",\"NA\"],[571.5,615.5,\"NA\",\"NA\"],[615.5,659.5,\"NA\",\"NA\"],[659.5,703.5,\"NA\",\"NA\"],[703.5,786,\"NA\",\"NA\"]]" 21 "ID_129_9" "v4" 9 "[2,3,4,5,6,7,8,9]" "[\"Beziehungen\",\"ebnen\",\"vielen\",\"Unternehmern\",\"den\",\"Weg\",\"zum\",\"Erfolg\"]" "[11,5,6,12,3,3,3,7]" "[2.6848,0.8451,3.4218,0.301,5.163,4.1024,4.5244,3.0719]" "[0.0116,0,0.0116,0,0.6047,0.6163,0.3953,0.7558]" "[137.6114,138.018,118.8007,133.818,143.4627,158.6667,135.7948,123.1445]" "[0.2494,0.6327,0.1952,0.0726,\"NA\",\"NA\",\"NA\",0.9998]" "[2.55,1.7,1.15,2.4,1,1,1,1.7]" NA
276.615 8.901 9448176 "Exp.Trial" "Mäuse und Ratten nagen gerne an Stromkabeln. " 22 "[[164.5,208.5,\"NA\",\"NA\"],[208.5,285.5,\"NA\",\"NA\"],[285.5,351.5,\"NA\",\"NA\"],[351.5,417.5,\"NA\",\"NA\"],[417.5,450.5,\"NA\",\"NA\"],[450.5,588,\"NA\",\"NA\"]]" 22 "ID_130_7" "v4" 7 "[2,3,4,5,6,7]" "[\"und\",\"Ratten\",\"nagen\",\"gerne\",\"an\",\"Stromkabeln\"]" "[3,6,5,5,2,12]" "[5.4068,2.5717,1.1461,3.7193,4.9913,0]" "[0.1529,0.4588,0.0118,0.1529,0.6824,0.0235]" "[140.6863,134.0418,140.629,135.4024,150.9137,128.5373]" "[\"NA\",0.2039,0.2879,0.365,\"NA\",0.8463]" "[1,1,1,1.2,1,4.1]" "1"
297.235 20.02 9468796 "Exp.Trial" "Tierärzte impfen keine Kaninchen gegen Tollwut. " 23 "[[208.5,285.5,\"NA\",\"NA\"],[285.5,351.5,\"NA\",\"NA\"],[351.5,461.5,\"NA\",\"NA\"],[461.5,527.5,\"NA\",\"NA\"],[527.5,621,\"NA\",\"NA\"]]" 23 "ID_131_6" "v4" 6 "[2,3,4,5,6]" "[\"impfen\",\"keine\",\"Kaninchen\",\"gegen\",\"Tollwut\"]" "[6,5,9,5,8]" "[1.2553,4.6341,2.3075,3.9526,1.4914]" "[0,0,0,0.4048,0.3214]" "[139.9444,129.8745,134.0985,148.7584,115.5152]" "[0.9985,0.2879,0.7211,0.2879,0.6688]" "[1.9,1,2.5,1,3]" NA
318.711 13.057 9490272 "Exp.Trial" "Die Hunde der Wächter bellen beim geringsten Anlass. " 24 "[[142.5,208.5,\"NA\",\"NA\"],[208.5,252.5,\"NA\",\"NA\"],[252.5,340.5,\"NA\",\"NA\"],[340.5,417.5,\"NA\",\"NA\"],[417.5,472.5,\"NA\",\"NA\"],[472.5,593.5,\"NA\",\"NA\"],[593.5,665,\"NA\",\"NA\"]]" 24 "ID_132_8" "v4" 8 "[2,3,4,5,6,7,8]" "[\"Hunde\",\"der\",\"Wächter\",\"bellen\",\"beim\",\"geringsten\",\"Anlaß\"]" "[5,3,7,6,4,10,7]" "[3.0191,5.3728,2.5502,1.8513,3.8822,2.0253,2.4082]" "[0,0.0118,0.0118,0.1412,0,0.0353,0.1765]" "[147.4306,134.7281,135.2303,129.0052,140.9324,132.8855,\"NA\"]" "[0.2879,\"NA\",0.4885,0.1818,\"NA\",0.1865,\"NA\"]" "[1,1,1.85,1.15,1.05,2.35,1.9]" NA
333.604 7.731 9505165 "Exp.Trial" "Affen kraulen sich oft stundenlang das Fell. " 25 "[[164.5,252.5,\"NA\",\"NA\"],[252.5,307.5,\"NA\",\"NA\"],[307.5,351.5,\"NA\",\"NA\"],[351.5,483.5,\"NA\",\"NA\"],[483.5,527.5,\"NA\",\"NA\"],[527.5,588,\"NA\",\"NA\"]]" 25 "ID_133_7" "v4" 7 "[2,3,4,5,6,7]" "[\"kraulen\",\"sich\",\"oft\",\"stundenlang\",\"das\",\"Fell\"]" "[7,4,3,11,3,5]" "[0.7782,4.9203,3.638,2.2304,5.5145,2.0607]" "[0,0.8706,0.0824,0,0.1529,0.8471]" "[126.5619,134.2902,124.7582,134.2132,141.2889,105.7459]" "[0.2506,\"NA\",\"NA\",0.1611,\"NA\",0.783]" "[1.65,1,1,2.45,1,1]" NA
342.621 13.09 9514182 "Exp.Trial" "Die Forscher stapfen durch den Schnee zurück zum Lager. " 26 "[[142.5,241.5,\"NA\",\"NA\"],[241.5,329.5,\"NA\",\"NA\"],[329.5,395.5,\"NA\",\"NA\"],[395.5,439.5,\"NA\",\"NA\"],[439.5,516.5,\"NA\",\"NA\"],[516.5,593.5,\"NA\",\"NA\"],[593.5,637.5,\"NA\",\"NA\"],[637.5,709,\"NA\",\"NA\"]]" 26 "ID_134_9" "v4" 9 "[2,3,4,5,6,7,8,9]" "[\"Forscher\",\"stapfen\",\"durch\",\"den\",\"Schnee\",\"zurück\",\"zum\",\"Lager\"]" "[8,7,5,3,6,6,3,6]" "[1.8865,0.7782,4.1794,5.163,2.7796,4.3538,4.5244,2.9074]" "[0,0,0.4706,0.6824,0.1647,0.0118,0.2353,0.2353]" "[126.8221,134.549,133.3584,143.4627,139.1706,125.9222,135.7948,119.1373]" "[0.3813,0.4885,0.7319,\"NA\",0.9885,0.9931,\"NA\",0.3178]" "[1.85,1.85,1.3,1,1.8,1.2,1,1]" NA
357.61 8.3 9529171 "Exp.Trial" "Viele Babys schielen nach der Geburt eine Weile lang. " 27 "[[164.5,230.5,\"NA\",\"NA\"],[230.5,329.5,\"NA\",\"NA\"],[329.5,384.5,\"NA\",\"NA\"],[384.5,428.5,\"NA\",\"NA\"],[428.5,505.5,\"NA\",\"NA\"],[505.5,560.5,\"NA\",\"NA\"],[560.5,626.5,\"NA\",\"NA\"],[626.5,687,\"NA\",\"NA\"]]" 27 "ID_135_9" "v4" 9 "[2,3,4,5,6,7,8,9]" "[\"Babys\",\"schielen\",\"nach\",\"der\",\"Geburt\",\"eine\",\"Weile\",\"lang\"]" "[5,8,4,3,6,4,5,5]" "[2.749,0.9542,4.6686,5.3728,2.7627,5.0745,3.2831,3.7592]" "[0,0,0.1294,0.6353,0.6118,0.0353,0.6118,0.2235]" "[149.7859,125.5706,133.8824,134.7281,134.5405,124.5343,128.8424,116.869]" "[0.8355,0.0318,\"NA\",\"NA\",0.9787,\"NA\",0.2879,0.5923]" "[1.45,1.4,1,1,1.85,1,1,1]" NA
367.272 6.38 9538833 "Exp.Trial" "Die Bäume in den Wäldern speichern sehr viel Wasser. " 28 "[[142.5,208.5,\"NA\",\"NA\"],[208.5,241.5,\"NA\",\"NA\"],[241.5,285.5,\"NA\",\"NA\"],[285.5,373.5,\"NA\",\"NA\"],[373.5,483.5,\"NA\",\"NA\"],[483.5,538.5,\"NA\",\"NA\"],[538.5,593.5,\"NA\",\"NA\"],[593.5,676,\"NA\",\"NA\"]]" 28 "ID_136_9" "v4" 9 "[2,3,4,5,6,7,8,9]" "[\"Bäume\",\"in\",\"den\",\"Wäldern\",\"speichern\",\"sehr\",\"viel\",\"Wasser\"]" "[5,2,3,7,9,4,4,7]" "[2.6812,5.2604,5.163,2.0374,1.7559,4.4877,4.3869,3.7491]" "[0.0119,0.0714,0.119,0.4167,0,0.0476,0.9405,0.5476]" "[151.9231,117.7196,143.4627,138.2415,130.681,139.1863,112.0353,118.7798]" "[0.7319,\"NA\",\"NA\",0.5984,0.1971,\"NA\",\"NA\",0.4883]" "[1.6,1,1,1.85,2.05,1,1,1.15]" NA
