"onset" "duration" "sample" "trial_type" "eventIdentifier" "event_nr" "aoi" "trial" "target_word" "color" "mask" "underlining" "sentenceNr" "response"
0 1.456 3308850 "Exp.Trial" "MASKSCREEN_START_Beton_E_DEG_N_277" 1 "[[266,343,384,384]]" 1 "Beton" "blue" "degradated" "not underlined" "125" NA
3.122 2.316 3311972 "Exp.Trial" "MASKSCREEN_START_Mokka_K_DEG_N_302" 2 "[[291,368,384,384]]" 2 "Mokka" "black" "degradated" "not underlined" "312" NA
7.51 1.252 3316360 "Exp.Trial" "MASKSCREEN_START_Mango_K_DEG_N_228" 3 "[[217,294,384,384]]" 3 "Mango" "black" "degradated" "not underlined" "286" NA
10.34 1.374 3319190 "Exp.Trial" "MASKSCREEN_START_Modul_E_DEG_N_513" 4 "[[502,579,384,384]]" 4 "Modul" "blue" "degradated" "not underlined" "127" NA
13.458 1.68 3322308 "Exp.Trial" "MASKSCREEN_START_Kakao_K_LET_N_525" 5 "[[514,591,384,384]]" 5 "Kakao" "black" "non-degradated" "not underlined" "208" NA
16.721 1.489 3325571 "Exp.Trial" "MASKSCREEN_START_Tapir_E_DEG_U_277" 6 "[[266,343,384,384]]" 6 "Tapir" "blue" "degradated" "underlined" "92" 0
25.266 1.369 3334116 "Exp.Trial" "MASKSCREEN_START_Bogen_K_LET_N_401" 7 "[[390,467,384,384]]" 7 "Bogen" "black" "non-degradated" "not underlined" "221" NA
28.319 1.696 3337169 "Exp.Trial" "MASKSCREEN_START_Markt_E_LET_N_302" 8 "[[291,368,384,384]]" 8 "Markt" "blue" "non-degradated" "not underlined" "74" NA
31.85 1.498 3340700 "Exp.Trial" "MASKSCREEN_START_Kelch_E_LET_U_327" 9 "[[316,393,384,384]]" 9 "Kelch" "blue" "non-degradated" "underlined" "8" NA
35.953 2.21 3344803 "Exp.Trial" "MASKSCREEN_START_Chrom_K_LET_N_277" 10 "[[266,343,384,384]]" 10 "Chrom" "black" "non-degradated" "not underlined" "213" NA
39.956 1.451 3348806 "Exp.Trial" "MASKSCREEN_START_Yacht_E_LET_U_215" 11 "[[204,281,384,384]]" 11 "Yacht" "blue" "non-degradated" "underlined" "28" NA
42.988 1.861 3351838 "Exp.Trial" "MASKSCREEN_START_Genre_K_DEG_U_228" 12 "[[217,294,384,384]]" 12 "Genre" "black" "degradated" "underlined" "249" NA
46.507 1.596 3355357 "Exp.Trial" "MASKSCREEN_START_Lachs_E_LET_U_352" 13 "[[341,418,384,384]]" 13 "Lachs" "blue" "non-degradated" "underlined" "24" NA
51.4 1.266 3360250 "Exp.Trial" "MASKSCREEN_START_Zeche_E_DEG_U_277" 14 "[[266,343,384,384]]" 14 "Zeche" "blue" "degradated" "underlined" "82" NA
54.335 1.925 3363185 "Exp.Trial" "MASKSCREEN_START_Axiom_E_LET_U_364" 15 "[[353,430,384,384]]" 15 "Axiom" "blue" "non-degradated" "underlined" "27" NA
57.886 1.151 3366736 "Exp.Trial" "MASKSCREEN_START_Nugat_E_LET_N_265" 16 "[[254,331,384,384]]" 16 "Nugat" "blue" "non-degradated" "not underlined" "55" NA
60.574 1.301 3369424 "Exp.Trial" "MASKSCREEN_START_Echse_K_DEG_N_228" 17 "[[217,294,384,384]]" 17 "Echse" "black" "degradated" "not underlined" "288" NA
64.736 1.531 3373586 "Exp.Trial" "MASKSCREEN_START_Plage_E_LET_N_240" 18 "[[229,306,384,384]]" 18 "Plage" "blue" "non-degradated" "not underlined" "54" 0
72.35 1.592 3381200 "Exp.Trial" "MASKSCREEN_START_Waffe_K_LET_U_389" 19 "[[378,455,384,384]]" 19 "Waffe" "black" "non-degradated" "underlined" "174" NA
75.583 2.38 3384433 "Exp.Trial" "MASKSCREEN_START_Balte_K_LET_N_265" 20 "[[254,331,384,384]]" 20 "Balte" "black" "non-degradated" "not underlined" "239" 0
82.786 1.105 3391636 "Exp.Trial" "MASKSCREEN_START_Beruf_E_LET_U_314" 21 "[[303,380,384,384]]" 21 "Beruf" "blue" "non-degradated" "underlined" "17" NA
85.56 1.722 3394410 "Exp.Trial" "MASKSCREEN_START_König_K_LET_U_550" 22 "[[539,616,384,384]]" 22 "König" "black" "non-degradated" "underlined" "178" 0
93.573 1.058 3402423 "Exp.Trial" "MASKSCREEN_START_Rache_K_LET_N_302" 23 "[[291,368,384,384]]" 23 "Rache" "black" "non-degradated" "not underlined" "223" 0
98.811 1.241 3407661 "Exp.Trial" "MASKSCREEN_START_Lager_E_DEG_N_228" 24 "[[217,294,384,384]]" 24 "Lager" "blue" "degradated" "not underlined" "145" NA
102.675 1.214 3411525 "Exp.Trial" "MASKSCREEN_START_Falle_K_DEG_U_339" 25 "[[328,405,384,384]]" 25 "Falle" "black" "degradated" "underlined" "244" NA
106.504 1.834 3415354 "Exp.Trial" "MASKSCREEN_START_Klaps_E_LET_N_401" 26 "[[390,467,384,384]]" 26 "Klaps" "blue" "non-degradated" "not underlined" "70" NA
109.969 1.567 3418819 "Exp.Trial" "MASKSCREEN_START_Kolik_K_DEG_U_302" 27 "[[291,368,384,384]]" 27 "Kolik" "black" "degradated" "underlined" "253" NA
113.169 1.553 3422019 "Exp.Trial" "MASKSCREEN_START_Mafia_E_LET_U_314" 28 "[[303,380,384,384]]" 28 "Mafia" "blue" "non-degradated" "underlined" "16" NA
116.441 1.093 3425291 "Exp.Trial" "MASKSCREEN_START_Übung_E_DEG_U_228" 29 "[[217,294,384,384]]" 29 "Übung" "blue" "degradated" "underlined" "100" NA
119.21 1.696 3428060 "Exp.Trial" "MASKSCREEN_START_Moder_E_DEG_U_265" 30 "[[254,331,384,384]]" 30 "Moder" "blue" "degradated" "underlined" "97" NA
122.476 1.166 3431326 "Exp.Trial" "MASKSCREEN_START_Polio_E_DEG_U_364" 31 "[[353,430,384,384]]" 31 "Polio" "blue" "degradated" "underlined" "103" NA
125.058 1.007 3433908 "Exp.Trial" "MASKSCREEN_START_Luder_K_DEG_U_314" 32 "[[303,380,384,384]]" 32 "Luder" "black" "degradated" "underlined" "259" 0
131.517 1.989 3440367 "Exp.Trial" "MASKSCREEN_START_Weber_E_LET_U_339" 33 "[[328,405,384,384]]" 33 "Weber" "blue" "non-degradated" "underlined" "38" NA
135.108 1.869 3443958 "Exp.Trial" "MASKSCREEN_START_Fjord_K_DEG_N_414" 34 "[[403,480,384,384]]" 34 "Fjord" "black" "degradated" "not underlined" "283" NA
138.614 1.496 3447464 "Exp.Trial" "MASKSCREEN_START_Rinde_E_DEG_N_314" 35 "[[303,380,384,384]]" 35 "Rinde" "blue" "degradated" "not underlined" "148" NA
142.596 1.673 3451446 "Exp.Trial" "MASKSCREEN_START_Sippe_K_LET_U_414" 36 "[[403,480,384,384]]" 36 "Sippe" "black" "non-degradated" "underlined" "188" NA
147.707 1.464 3456557 "Exp.Trial" "MASKSCREEN_START_Weihe_K_DEG_U_401" 37 "[[390,467,384,384]]" 37 "Weihe" "black" "degradated" "underlined" "264" NA
150.901 1.255 3459751 "Exp.Trial" "MASKSCREEN_START_Getön_K_LET_U_265" 38 "[[254,331,384,384]]" 38 "Getön" "black" "non-degradated" "underlined" "175" NA
155.05 1.578 3463900 "Exp.Trial" "MASKSCREEN_START_Messe_K_DEG_N_240" 39 "[[229,306,384,384]]" 39 "Messe" "black" "degradated" "not underlined" "310" NA
158.355 1.653 3467205 "Exp.Trial" "MASKSCREEN_START_Ziege_E_LET_N_451" 40 "[[440,517,384,384]]" 40 "Ziege" "blue" "non-degradated" "not underlined" "51" NA
161.96 2.274 3470810 "Exp.Trial" "MASKSCREEN_START_Mimik_K_DEG_N_352" 41 "[[341,418,384,384]]" 41 "Mimik" "black" "degradated" "not underlined" "293" NA
165.89 1.54 3474740 "Exp.Trial" "MASKSCREEN_START_Anbau_K_DEG_U_302" 42 "[[291,368,384,384]]" 42 "Anbau" "black" "degradated" "underlined" "250" NA
170.292 1.596 3479142 "Exp.Trial" "MASKSCREEN_START_Summe_E_DEG_N_265" 43 "[[254,331,384,384]]" 43 "Summe" "blue" "degradated" "not underlined" "123" 0
177.727 1.3 3486577 "Exp.Trial" "MASKSCREEN_START_Abzug_E_DEG_N_240" 44 "[[229,306,384,384]]" 44 "Abzug" "blue" "degradated" "not underlined" "130" NA
180.654 1.153 3489504 "Exp.Trial" "MASKSCREEN_START_Eifer_E_DEG_U_376" 45 "[[365,442,384,384]]" 45 "Eifer" "blue" "degradated" "underlined" "84" NA
184.856 1.515 3493706 "Exp.Trial" "MASKSCREEN_START_Armee_K_DEG_N_290" 46 "[[279,356,384,384]]" 46 "Armee" "black" "degradated" "not underlined" "284" 0
193.313 1.994 3502163 "Exp.Trial" "MASKSCREEN_START_Härte_E_LET_N_314" 47 "[[303,380,384,384]]" 47 "Härte" "blue" "non-degradated" "not underlined" "72" NA
196.891 2.317 3505741 "Exp.Trial" "MASKSCREEN_START_Dunst_E_DEG_N_277" 48 "[[266,343,384,384]]" 48 "Dunst" "blue" "degradated" "not underlined" "150" 0
206.033 1.337 3514883 "Exp.Trial" "MASKSCREEN_START_Hecke_K_LET_N_228" 49 "[[217,294,384,384]]" 49 "Hecke" "black" "non-degradated" "not underlined" "230" NA
209.032 1.273 3517882 "Exp.Trial" "MASKSCREEN_START_Optik_K_DEG_N_352" 50 "[[341,418,384,384]]" 50 "Optik" "black" "degradated" "not underlined" "301" NA
213.517 3.097 3522367 "Exp.Trial" "MASKSCREEN_START_Hülle_K_DEG_N_252" 51 "[[241,318,384,384]]" 51 "Hülle" "black" "degradated" "not underlined" "294" NA
218.252 2.374 3527102 "Exp.Trial" "MASKSCREEN_START_Psalm_E_DEG_U_215" 52 "[[204,281,384,384]]" 52 "Psalm" "blue" "degradated" "underlined" "118" NA
222.19 1.185 3531040 "Exp.Trial" "MASKSCREEN_START_Feger_K_DEG_N_240" 53 "[[229,306,384,384]]" 53 "Feger" "black" "degradated" "not underlined" "285" NA
224.971 1.782 3533821 "Exp.Trial" "MASKSCREEN_START_Strom_K_LET_U_240" 54 "[[229,306,384,384]]" 54 "Strom" "black" "non-degradated" "underlined" "163" 0
234.323 1.636 3543173 "Exp.Trial" "MASKSCREEN_START_Pferd_K_DEG_N_228" 55 "[[217,294,384,384]]" 55 "Pferd" "black" "degradated" "not underlined" "282" NA
237.377 1.658 3546227 "Exp.Trial" "MASKSCREEN_START_Dämon_K_LET_U_265" 56 "[[254,331,384,384]]" 56 "Dämon" "black" "non-degradated" "underlined" "192" 0
244.128 1.151 3552978 "Exp.Trial" "MASKSCREEN_START_Liege_K_DEG_U_215" 57 "[[204,281,384,384]]" 57 "Liege" "black" "degradated" "underlined" "280" NA
247.706 1.359 3556556 "Exp.Trial" "MASKSCREEN_START_Organ_K_DEG_N_339" 58 "[[328,405,384,384]]" 58 "Organ" "black" "degradated" "not underlined" "305" NA
